team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
PHILADELPHIA 76ERS,240,33,70,4,9,17,23,5,32,20,6,4,11,20
CLEVELAND CAVALIERS,240,32,74,6,17,25,32,12,29,24,6,7,9,21
MIAMI HEAT,240,29,63,9,19,18,22,4,28,21,5,4,16,18
NEW YORK KNICKS,240,31,75,1,10,14,16,11,22,21,8,2,12,21
GOLDEN STATE WARRIORS,240,39,78,11,17,16,19,14,28,26,11,5,16,13
PORTLAND TRAIL BLAZERS,240,38,80,6,13,5,10,9,25,23,9,3,16,19
NEW ORLEANS HORNETS,240,33,73,7,16,25,30,13,26,14,9,8,14,25
SAN ANTONIO SPURS,240,37,75,5,14,17,26,13,26,22,9,4,14,23
LOS ANGELES CLIPPERS,240,34,81,5,20,24,33,19,29,17,5,2,12,16
SEATTLE SUPERSONICS,240,40,79,11,25,11,18,8,26,20,8,3,11,25
LOS ANGELES LAKERS,240,35,75,7,13,16,25,17,18,23,9,0,12,18
UTAH JAZZ,240,36,71,2,6,12,14,13,25,23,7,4,19,25
INDIANA PACERS,240,36,78,5,22,19,21,10,28,26,2,7,12,26
WASHINGTON WIZARDS,240,35,70,3,6,34,41,6,25,22,5,5,6,24
