team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
MEMPHIS GRIZZLIES,240,29,61,3,10,25,35,5,23,15,14,5,21,19
CHARLOTTE BOBCATS,240,38,76,7,16,18,23,12,32,26,15,5,19,24
TORONTO RAPTORS,240,31,73,4,12,10,17,8,20,22,3,1,11,13
DETROIT PISTONS,240,40,79,3,12,12,15,12,28,25,7,5,8,19
OKLAHOMA CITY THUNDER,240,42,85,8,13,30,33,14,25,24,8,1,15,27
GOLDEN STATE WARRIORS,240,39,75,5,12,38,40,7,25,25,6,6,14,26
UTAH JAZZ,240,37,85,6,19,19,28,13,24,25,9,4,8,22
HOUSTON ROCKETS,240,35,76,11,24,27,28,9,34,21,5,6,13,22
LOS ANGELES LAKERS,240,43,86,5,21,17,23,17,29,25,5,9,13,16
LOS ANGELES CLIPPERS,240,38,78,6,14,15,17,8,18,20,7,5,10,16
BOSTON CELTICS,240,37,72,15,25,9,13,11,37,21,7,3,21,17
MIAMI HEAT,240,32,80,7,25,12,16,6,24,17,14,2,11,14
DALLAS MAVERICKS,240,30,82,5,11,34,39,9,24,13,4,3,7,22
MILWAUKEE BUCKS,240,48,83,13,26,24,29,10,36,28,5,3,9,27
NEW JERSEY NETS,240,37,78,9,19,9,18,9,28,18,6,4,12,21
NEW ORLEANS HORNETS,240,40,79,9,22,13,19,9,33,22,7,6,11,14
PHOENIX SUNS,240,41,87,5,15,22,36,9,35,26,5,5,16,21
NEW YORK KNICKS,240,41,89,9,27,23,28,10,38,17,12,5,14,25
CLEVELAND CAVALIERS,240,41,78,11,19,11,15,8,31,24,3,3,13,28
PORTLAND TRAIL BLAZERS,240,33,81,7,22,25,33,13,22,15,2,5,7,20
WASHINGTON WIZARDS,240,43,83,2,14,22,27,12,35,16,4,4,13,21
SACRAMENTO KINGS,240,35,80,12,25,25,30,9,22,18,8,0,11,21
