team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
NEW YORK KNICKS,240,32,85,10,25,11,14,7,27,18,9,6,9,19
CHARLOTTE BOBCATS,240,38,77,4,14,16,23,8,38,26,6,6,18,17
INDIANA PACERS,240,44,96,7,17,11,13,12,35,23,8,3,12,18
CHICAGO BULLS,240,44,87,7,15,17,23,5,35,23,8,11,10,12
GOLDEN STATE WARRIORS,240,42,100,14,32,18,20,19,31,21,8,6,17,21
DENVER NUGGETS,240,49,89,10,26,21,31,10,34,37,13,9,12,14
LOS ANGELES CLIPPERS,240,37,80,4,12,15,25,6,26,16,5,4,8,17
HOUSTON ROCKETS,240,43,82,9,22,15,18,10,34,22,3,3,10,19
MILWAUKEE BUCKS,240,31,84,2,14,21,27,13,31,16,6,4,10,15
MIAMI HEAT,240,38,79,9,19,17,19,9,40,23,8,3,16,20
MEMPHIS GRIZZLIES,240,28,68,0,8,10,15,8,20,12,6,4,13,19
PORTLAND TRAIL BLAZERS,240,32,77,4,17,18,23,21,29,17,10,5,13,18
PHOENIX SUNS,265,39,105,7,27,14,21,17,34,21,13,4,17,27
UTAH JAZZ,265,36,83,5,12,27,35,11,45,27,6,5,23,22
DETROIT PISTONS,240,37,79,10,15,14,19,12,32,24,7,7,16,21
WASHINGTON WIZARDS,240,35,79,5,14,21,26,8,30,24,11,6,11,18
