team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
SACRAMENTO KINGS,240,37,74,12,25,24,26,5,20,23,8,7,11,22
CLEVELAND CAVALIERS,240,37,78,11,26,32,40,17,32,26,6,5,14,19
CHARLOTTE BOBCATS,290,45,96,9,26,18,27,11,42,31,7,3,12,23
LOS ANGELES LAKERS,290,43,99,7,22,17,23,11,31,19,4,9,12,26
DENVER NUGGETS,240,32,72,9,23,27,34,12,33,14,15,15,27,27
MEMPHIS GRIZZLIES,240,30,80,4,9,21,30,12,27,17,12,5,26,34
INDIANA PACERS,240,44,87,9,24,14,17,4,25,21,4,4,15,24
ORLANDO MAGIC,240,45,82,15,33,30,37,10,40,29,9,5,16,18
SAN ANTONIO SPURS,240,37,72,11,20,21,32,7,28,24,9,5,13,21
UTAH JAZZ,240,38,79,6,17,18,25,11,35,23,6,2,13,23
