team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
GOLDEN STATE WARRIORS,240,37,80,5,10,21,27,11,39,24,6,6,16,16,away,win,100.0,BOSTON CELTICS,88.0
BOSTON CELTICS,240,34,88,5,18,15,22,14,26,26,9,7,13,24,home,loss,88.0,GOLDEN STATE WARRIORS,100.0
UTAH JAZZ,240,31,79,3,10,22,31,12,30,24,5,13,19,24,away,loss,87.0,DENVER NUGGETS,100.0
DENVER NUGGETS,240,39,85,7,20,15,20,10,29,28,10,13,14,22,home,win,100.0,UTAH JAZZ,87.0
CHARLOTTE HORNETS,240,34,79,1,10,17,27,13,39,21,12,8,18,25,away,win,86.0,LOS ANGELES CLIPPERS,73.0
LOS ANGELES CLIPPERS,240,27,71,4,12,15,30,10,25,14,10,11,18,19,home,loss,73.0,CHARLOTTE HORNETS,86.0
SEATTLE SUPERSONICS,240,35,84,5,19,14,21,15,22,20,6,6,16,21,away,loss,89.0,PHILADELPHIA 76ERS,121.0
PHILADELPHIA 76ERS,240,47,89,3,10,24,26,17,31,23,11,9,11,23,home,win,121.0,SEATTLE SUPERSONICS,89.0
VANCOUVER GRIZZLIES,240,26,84,2,7,22,26,13,26,17,10,4,15,22,away,loss,76.0,PHOENIX SUNS,108.0
PHOENIX SUNS,240,43,86,2,14,20,25,10,37,28,9,8,16,26,home,win,108.0,VANCOUVER GRIZZLIES,76.0
MILWAUKEE BUCKS,240,40,82,13,22,22,27,11,19,20,9,1,13,33,away,loss,115.0,PORTLAND TRAIL BLAZERS,119.0
PORTLAND TRAIL BLAZERS,240,41,66,3,10,34,43,7,30,32,5,6,20,24,home,win,119.0,MILWAUKEE BUCKS,115.0
INDIANA PACERS,265,31,80,7,18,24,31,12,38,16,8,9,21,22,away,win,93.0,SACRAMENTO KINGS,91.0
SACRAMENTO KINGS,265,39,106,1,8,12,19,21,33,14,7,3,12,27,home,loss,91.0,INDIANA PACERS,93.0
DALLAS MAVERICKS,240,43,82,9,17,20,24,8,36,19,8,9,16,25,away,win,115.0,TORONTO RAPTORS,105.0
TORONTO RAPTORS,240,38,87,4,10,25,36,12,30,23,13,2,14,20,home,loss,105.0,DALLAS MAVERICKS,115.0
