team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
DETROIT PISTONS,240,41,83,7,17,21,24,12,39,29,10,8,18,16,away,win,110.0,CHICAGO BULLS,83.0
CHICAGO BULLS,240,29,83,9,24,16,21,13,27,20,9,4,21,27,home,loss,83.0,DETROIT PISTONS,110.0
PORTLAND TRAIL BLAZERS,240,36,81,3,13,17,21,11,34,22,5,12,17,18,away,loss,92.0,DENVER NUGGETS,94.0
DENVER NUGGETS,240,37,92,8,17,12,17,17,31,23,10,7,13,17,home,win,94.0,PORTLAND TRAIL BLAZERS,92.0
DALLAS MAVERICKS,240,44,86,5,16,16,19,9,35,20,5,3,11,28,away,win,109.0,HOUSTON ROCKETS,97.0
HOUSTON ROCKETS,240,34,86,3,13,26,39,15,32,15,4,5,10,20,home,loss,97.0,DALLAS MAVERICKS,109.0
PHOENIX SUNS,240,30,80,1,13,20,27,13,34,17,9,4,12,16,away,loss,81.0,INDIANA PACERS,85.0
INDIANA PACERS,240,33,82,5,15,14,20,13,36,19,10,8,13,22,home,win,85.0,PHOENIX SUNS,81.0
BOSTON CELTICS,240,32,69,3,16,15,25,7,29,14,8,2,17,23,away,win,82.0,MIAMI HEAT,77.0
MIAMI HEAT,240,30,72,5,21,12,20,6,26,18,6,7,16,21,home,loss,77.0,BOSTON CELTICS,82.0
CHARLOTTE HORNETS,240,40,83,3,10,20,28,14,30,24,8,10,8,17,away,win,103.0,NEW JERSEY NETS,88.0
NEW JERSEY NETS,240,34,86,3,11,17,21,17,26,20,2,6,11,20,home,loss,88.0,CHARLOTTE HORNETS,103.0
ORLANDO MAGIC,240,32,78,8,19,10,18,8,30,22,8,6,10,21,away,loss,82.0,NEW YORK KNICKS,94.0
NEW YORK KNICKS,240,35,75,7,14,17,22,8,38,23,5,5,10,17,home,win,94.0,ORLANDO MAGIC,82.0
MILWAUKEE BUCKS,240,42,95,8,18,15,19,15,39,19,10,6,13,19,away,win,107.0,SACRAMENTO KINGS,101.0
SACRAMENTO KINGS,240,40,103,4,18,17,19,17,34,24,8,3,12,18,home,loss,101.0,MILWAUKEE BUCKS,107.0
SEATTLE SUPERSONICS,240,35,79,4,12,15,23,7,24,23,10,2,14,21,away,loss,89.0,SAN ANTONIO SPURS,107.0
SAN ANTONIO SPURS,240,41,73,6,19,19,22,8,32,30,7,10,16,18,home,win,107.0,SEATTLE SUPERSONICS,89.0
PHILADELPHIA 76ERS,240,33,88,2,7,17,20,21,27,20,4,4,16,10,away,loss,85.0,TORONTO RAPTORS,100.0
TORONTO RAPTORS,240,44,91,6,15,6,10,14,34,30,11,12,10,18,home,win,100.0,PHILADELPHIA 76ERS,85.0
LOS ANGELES LAKERS,240,36,76,8,16,16,25,8,27,24,11,9,14,25,away,win,96.0,UTAH JAZZ,88.0
UTAH JAZZ,240,33,71,2,7,20,28,9,33,19,8,7,15,26,home,loss,88.0,LOS ANGELES LAKERS,96.0
