team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
MIAMI HEAT,240,35,69,6,10,24,29,12,26,23,6,0,14,19,away,win,100.0,ATLANTA HAWKS,92.0
ATLANTA HAWKS,240,36,73,5,11,15,19,10,23,14,8,1,15,25,home,loss,92.0,MIAMI HEAT,100.0
CHARLOTTE HORNETS,240,24,80,3,15,15,17,13,36,15,9,6,12,19,away,loss,66.0,CLEVELAND CAVALIERS,71.0
CLEVELAND CAVALIERS,240,28,78,5,11,10,15,13,33,15,6,6,15,17,home,win,71.0,CHARLOTTE HORNETS,66.0
DALLAS MAVERICKS,240,37,79,8,18,20,23,10,24,16,6,1,14,28,away,loss,102.0,HOUSTON ROCKETS,109.0
HOUSTON ROCKETS,240,36,72,9,30,28,34,12,28,22,8,3,14,25,home,win,109.0,DALLAS MAVERICKS,102.0
NEW JERSEY NETS,240,22,82,2,7,18,33,17,28,12,9,5,15,23,away,loss,64.0,INDIANA PACERS,88.0
INDIANA PACERS,240,34,74,3,7,17,23,9,48,21,8,10,20,22,home,win,88.0,NEW JERSEY NETS,64.0
PHILADELPHIA 76ERS,240,35,87,3,11,12,14,14,28,15,6,3,12,25,away,loss,85.0,LOS ANGELES LAKERS,96.0
LOS ANGELES LAKERS,240,37,85,5,14,17,19,13,31,21,5,13,14,19,home,win,96.0,PHILADELPHIA 76ERS,85.0
CHICAGO BULLS,240,37,86,2,10,14,22,15,27,19,11,4,14,27,away,loss,90.0,MINNESOTA TIMBERWOLVES,100.0
MINNESOTA TIMBERWOLVES,240,35,70,1,7,29,36,5,30,20,8,9,13,20,home,win,100.0,CHICAGO BULLS,90.0
BOSTON CELTICS,240,35,69,10,24,18,26,10,25,27,4,3,17,27,away,loss,98.0,ORLANDO MAGIC,101.0
ORLANDO MAGIC,240,42,81,3,9,14,20,14,20,25,6,2,9,24,home,win,101.0,BOSTON CELTICS,98.0
SAN ANTONIO SPURS,240,29,82,4,12,13,17,14,41,13,7,7,22,15,away,loss,75.0,SACRAMENTO KINGS,81.0
SACRAMENTO KINGS,240,32,89,2,18,15,22,12,33,18,11,10,13,17,home,win,81.0,SAN ANTONIO SPURS,75.0
TORONTO RAPTORS,240,29,74,6,13,20,28,11,24,16,6,4,14,15,away,loss,84.0,UTAH JAZZ,98.0
UTAH JAZZ,240,42,76,2,6,12,16,9,31,25,10,9,14,22,home,win,98.0,TORONTO RAPTORS,84.0
DETROIT PISTONS,240,36,76,5,13,6,13,11,30,20,5,4,16,23,away,loss,83.0,VANCOUVER GRIZZLIES,91.0
VANCOUVER GRIZZLIES,240,36,76,2,10,17,24,9,29,26,7,5,10,20,home,win,91.0,DETROIT PISTONS,83.0
