team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
VANCOUVER GRIZZLIES,240,39,82,3,7,14,18,11,32,28,6,1,17,26,away,loss,95.0,CHARLOTTE HORNETS,100.0
CHARLOTTE HORNETS,240,38,84,3,8,21,30,12,25,25,12,11,9,22,home,win,100.0,VANCOUVER GRIZZLIES,95.0
PHILADELPHIA 76ERS,240,34,66,0,2,17,27,10,31,22,8,6,11,14,away,win,85.0,CHICAGO BULLS,67.0
CHICAGO BULLS,240,30,83,2,13,5,8,17,24,17,7,5,14,20,home,loss,67.0,PHILADELPHIA 76ERS,85.0
ORLANDO MAGIC,240,40,77,8,16,9,15,10,32,28,8,5,20,25,away,win,97.0,CLEVELAND CAVALIERS,87.0
CLEVELAND CAVALIERS,240,34,80,1,4,18,22,10,29,24,9,3,17,20,home,loss,87.0,ORLANDO MAGIC,97.0
INDIANA PACERS,240,35,74,2,9,11,12,4,35,24,5,3,17,20,away,loss,83.0,DENVER NUGGETS,95.0
DENVER NUGGETS,240,35,84,10,22,15,19,12,30,23,11,6,12,16,home,win,95.0,INDIANA PACERS,83.0
UTAH JAZZ,240,41,81,5,12,15,17,16,29,28,5,6,19,24,away,win,102.0,GOLDEN STATE WARRIORS,83.0
GOLDEN STATE WARRIORS,240,29,81,4,13,21,32,21,20,17,10,7,13,20,home,loss,83.0,UTAH JAZZ,102.0
SACRAMENTO KINGS,240,37,84,13,24,17,22,9,36,16,2,2,9,12,away,loss,104.0,MIAMI HEAT,114.0
MIAMI HEAT,240,46,97,8,20,14,18,14,39,27,8,1,5,19,home,win,114.0,SACRAMENTO KINGS,104.0
PHOENIX SUNS,240,33,80,1,10,17,22,14,31,19,8,0,13,22,away,win,84.0,PORTLAND TRAIL BLAZERS,79.0
PORTLAND TRAIL BLAZERS,240,31,74,6,15,11,18,14,29,26,9,6,17,23,home,loss,79.0,PHOENIX SUNS,84.0
MINNESOTA TIMBERWOLVES,265,36,88,7,13,21,25,12,32,28,10,3,15,33,away,loss,100.0,SAN ANTONIO SPURS,106.0
SAN ANTONIO SPURS,265,36,72,4,9,30,43,8,37,21,4,10,18,19,home,win,106.0,MINNESOTA TIMBERWOLVES,100.0
DETROIT PISTONS,240,37,89,7,15,15,23,12,19,22,6,6,11,23,away,loss,96.0,WASHINGTON WIZARDS,103.0
WASHINGTON WIZARDS,240,38,72,5,9,22,29,13,40,23,5,6,22,28,home,win,103.0,DETROIT PISTONS,96.0
