team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
LOS ANGELES CLIPPERS,240,30,80,2,10,25,35,15,36,16,8,6,19,25,away,loss,87.0,BOSTON CELTICS,96.0
BOSTON CELTICS,240,34,79,5,15,23,29,7,35,17,8,8,16,26,home,win,96.0,LOS ANGELES CLIPPERS,87.0
WASHINGTON WIZARDS,240,33,81,2,13,19,24,13,31,20,7,8,17,28,away,loss,87.0,DETROIT PISTONS,93.0
DETROIT PISTONS,240,32,76,6,12,23,32,16,29,19,9,4,19,28,home,win,93.0,WASHINGTON WIZARDS,87.0
DALLAS MAVERICKS,240,43,86,2,11,9,11,9,23,21,6,4,11,31,away,loss,97.0,LOS ANGELES LAKERS,99.0
LOS ANGELES LAKERS,240,37,84,3,10,22,39,21,30,18,7,6,15,22,home,win,99.0,DALLAS MAVERICKS,97.0
INDIANA PACERS,240,28,66,2,20,22,27,5,30,12,8,6,21,28,away,loss,80.0,MILWAUKEE BUCKS,92.0
MILWAUKEE BUCKS,240,32,84,7,22,21,27,16,32,23,13,2,15,28,home,win,92.0,INDIANA PACERS,80.0
PORTLAND TRAIL BLAZERS,240,30,73,3,11,16,22,10,35,18,8,6,21,20,away,loss,79.0,PHOENIX SUNS,84.0
PHOENIX SUNS,240,32,78,7,11,13,16,9,30,24,13,1,14,20,home,win,84.0,PORTLAND TRAIL BLAZERS,79.0
GOLDEN STATE WARRIORS,240,42,91,3,15,15,21,15,22,30,6,5,12,23,away,loss,102.0,SEATTLE SUPERSONICS,118.0
SEATTLE SUPERSONICS,240,43,76,4,8,28,32,10,32,26,10,8,12,22,home,win,118.0,GOLDEN STATE WARRIORS,102.0
SAN ANTONIO SPURS,240,41,75,7,14,8,11,8,33,27,7,9,14,21,away,win,97.0,VANCOUVER GRIZZLIES,79.0
VANCOUVER GRIZZLIES,240,33,85,4,10,9,12,15,26,17,8,3,13,16,home,loss,79.0,SAN ANTONIO SPURS,97.0
