team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
MINNESOTA TIMBERWOLVES,240,41,85,6,12,8,15,18,31,26,8,4,16,20,away,win,96.0,CHICAGO BULLS,76.0
CHICAGO BULLS,240,32,78,1,6,11,14,12,29,22,4,2,17,19,home,loss,76.0,MINNESOTA TIMBERWOLVES,96.0
BOSTON CELTICS,240,32,75,9,21,14,20,9,29,20,9,3,14,15,away,win,87.0,CLEVELAND CAVALIERS,72.0
CLEVELAND CAVALIERS,240,32,79,1,9,7,8,13,33,24,5,7,17,24,home,loss,72.0,BOSTON CELTICS,87.0
TORONTO RAPTORS,240,35,80,2,13,21,25,15,36,22,3,3,16,21,away,loss,93.0,DALLAS MAVERICKS,107.0
DALLAS MAVERICKS,240,42,91,6,18,17,20,10,29,21,5,4,5,18,home,win,107.0,TORONTO RAPTORS,93.0
SACRAMENTO KINGS,240,37,84,7,15,7,9,11,28,16,10,7,14,23,away,win,88.0,HOUSTON ROCKETS,81.0
HOUSTON ROCKETS,240,29,75,6,14,17,20,13,34,14,4,6,21,15,home,loss,81.0,SACRAMENTO KINGS,88.0
INDIANA PACERS,240,37,87,7,18,26,33,13,33,16,3,5,18,20,away,loss,107.0,LOS ANGELES LAKERS,124.0
LOS ANGELES LAKERS,240,46,101,15,27,17,24,19,33,29,11,12,11,29,home,win,124.0,INDIANA PACERS,107.0
MILWAUKEE BUCKS,240,36,82,8,17,22,24,15,31,14,5,3,14,23,away,win,102.0,MIAMI HEAT,101.0
MIAMI HEAT,240,34,77,11,24,22,25,9,28,19,10,9,10,20,home,loss,101.0,MILWAUKEE BUCKS,102.0
UTAH JAZZ,240,42,81,1,4,13,17,9,33,32,7,4,18,18,away,win,98.0,NEW JERSEY NETS,92.0
NEW JERSEY NETS,240,34,81,4,14,20,26,11,29,27,11,8,13,25,home,loss,92.0,UTAH JAZZ,98.0
SEATTLE SUPERSONICS,240,38,81,7,16,22,29,17,30,24,7,6,12,20,away,win,105.0,PORTLAND TRAIL BLAZERS,93.0
PORTLAND TRAIL BLAZERS,240,30,77,8,21,25,30,14,26,18,9,9,12,18,home,loss,93.0,SEATTLE SUPERSONICS,105.0
ATLANTA HAWKS,240,39,81,5,9,19,30,16,34,19,5,9,20,25,away,win,102.0,WASHINGTON WIZARDS,75.0
WASHINGTON WIZARDS,240,27,82,2,8,19,22,10,28,14,13,6,15,26,home,loss,75.0,ATLANTA HAWKS,102.0
