team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
PHOENIX SUNS,240,38,80,6,14,13,24,8,32,24,10,7,17,18,away,win,95.0,ATLANTA HAWKS,82.0
ATLANTA HAWKS,240,32,79,1,4,17,19,11,37,15,8,3,23,21,home,loss,82.0,PHOENIX SUNS,95.0
DETROIT PISTONS,240,36,82,6,14,9,16,10,29,19,10,3,23,26,away,loss,87.0,BOSTON CELTICS,99.0
BOSTON CELTICS,240,36,76,9,17,18,24,9,27,26,9,6,20,23,home,win,99.0,DETROIT PISTONS,87.0
UTAH JAZZ,240,36,73,2,8,23,35,6,30,31,11,5,8,22,away,win,97.0,DENVER NUGGETS,91.0
DENVER NUGGETS,240,33,83,6,29,19,22,14,28,23,3,8,13,29,home,loss,91.0,UTAH JAZZ,97.0
CHARLOTTE HORNETS,240,36,84,3,13,18,24,16,39,21,8,8,15,19,away,win,93.0,GOLDEN STATE WARRIORS,85.0
GOLDEN STATE WARRIORS,240,35,93,4,16,11,18,15,32,22,6,6,12,18,home,loss,85.0,CHARLOTTE HORNETS,93.0
SAN ANTONIO SPURS,240,39,75,7,12,11,15,12,38,28,5,7,14,21,away,win,96.0,LOS ANGELES CLIPPERS,67.0
LOS ANGELES CLIPPERS,240,26,75,1,12,14,21,13,22,15,7,6,13,20,home,loss,67.0,SAN ANTONIO SPURS,96.0
MILWAUKEE BUCKS,240,33,82,6,18,24,32,11,34,17,10,2,11,22,away,loss,96.0,MINNESOTA TIMBERWOLVES,99.0
MINNESOTA TIMBERWOLVES,240,40,83,5,12,14,22,11,35,29,4,7,14,25,home,win,99.0,MILWAUKEE BUCKS,96.0
NEW JERSEY NETS,240,34,79,4,15,14,23,7,27,21,4,5,13,31,away,loss,86.0,VANCOUVER GRIZZLIES,97.0
VANCOUVER GRIZZLIES,240,32,67,4,14,29,39,6,35,24,9,8,19,22,home,win,97.0,NEW JERSEY NETS,86.0
CLEVELAND CAVALIERS,240,37,86,2,7,13,21,14,25,21,10,5,19,25,away,loss,89.0,WASHINGTON WIZARDS,95.0
WASHINGTON WIZARDS,240,33,72,3,12,26,33,10,34,15,11,10,17,20,home,win,95.0,CLEVELAND CAVALIERS,89.0
