team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
NEW JERSEY NETS,240,33,87,1,8,17,19,14,23,14,4,3,15,17,away,loss,84.0,DENVER NUGGETS,98.0
DENVER NUGGETS,240,44,79,3,14,7,17,10,37,33,6,10,15,23,home,win,98.0,NEW JERSEY NETS,84.0
MILWAUKEE BUCKS,240,37,81,3,14,23,30,11,31,19,8,1,12,27,away,win,100.0,DETROIT PISTONS,96.0
DETROIT PISTONS,240,39,94,4,20,14,25,22,29,21,5,6,14,23,home,loss,96.0,MILWAUKEE BUCKS,100.0
SEATTLE SUPERSONICS,240,37,79,9,13,21,30,11,28,22,9,4,12,16,away,win,104.0,GOLDEN STATE WARRIORS,99.0
GOLDEN STATE WARRIORS,240,39,93,5,14,16,19,21,33,26,1,6,13,22,home,loss,99.0,SEATTLE SUPERSONICS,104.0
SACRAMENTO KINGS,240,40,93,3,17,12,16,12,39,19,4,3,9,20,away,loss,95.0,INDIANA PACERS,101.0
INDIANA PACERS,240,38,92,7,15,18,26,15,38,27,5,1,6,15,home,win,101.0,SACRAMENTO KINGS,95.0
UTAH JAZZ,240,44,76,6,16,17,22,9,24,28,8,0,7,27,away,win,111.0,LOS ANGELES CLIPPERS,96.0
LOS ANGELES CLIPPERS,240,32,60,4,8,28,37,7,22,21,5,4,13,23,home,loss,96.0,UTAH JAZZ,111.0
CLEVELAND CAVALIERS,240,31,77,2,10,12,18,12,26,19,5,5,17,17,away,loss,76.0,MINNESOTA TIMBERWOLVES,91.0
MINNESOTA TIMBERWOLVES,240,40,91,5,15,6,7,15,34,28,9,7,15,19,home,win,91.0,CLEVELAND CAVALIERS,76.0
LOS ANGELES LAKERS,240,36,79,4,7,19,29,11,36,26,10,3,15,20,away,win,95.0,ORLANDO MAGIC,90.0
ORLANDO MAGIC,240,37,87,4,21,12,15,13,33,21,9,4,15,30,home,loss,90.0,LOS ANGELES LAKERS,95.0
