team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
NEW YORK KNICKS,240,34,63,5,13,27,30,5,30,19,6,5,16,20,away,win,100.0,BOSTON CELTICS,91.0
BOSTON CELTICS,240,34,80,9,21,14,20,16,22,23,8,3,16,26,home,loss,91.0,NEW YORK KNICKS,100.0
DETROIT PISTONS,240,42,95,3,9,20,31,18,34,25,4,1,8,25,away,win,107.0,DALLAS MAVERICKS,104.0
DALLAS MAVERICKS,240,35,77,7,25,27,34,9,35,20,5,7,12,26,home,loss,104.0,DETROIT PISTONS,107.0
DENVER NUGGETS,240,42,91,9,26,18,25,15,36,28,7,4,14,15,away,win,111.0,GOLDEN STATE WARRIORS,100.0
GOLDEN STATE WARRIORS,240,40,96,3,14,17,19,15,35,30,11,5,14,20,home,loss,100.0,DENVER NUGGETS,111.0
UTAH JAZZ,240,25,69,3,9,18,24,10,25,14,6,6,18,26,away,loss,71.0,LOS ANGELES LAKERS,82.0
LOS ANGELES LAKERS,240,31,71,3,15,17,26,11,31,16,12,6,13,23,home,win,82.0,UTAH JAZZ,71.0
CLEVELAND CAVALIERS,240,34,73,4,9,11,14,13,29,15,4,7,24,25,away,loss,83.0,MILWAUKEE BUCKS,88.0
MILWAUKEE BUCKS,240,31,87,6,21,20,24,18,28,22,17,2,17,19,home,win,88.0,CLEVELAND CAVALIERS,83.0
ATLANTA HAWKS,240,34,86,4,13,8,9,10,26,20,9,2,13,19,away,loss,80.0,PHILADELPHIA 76ERS,98.0
PHILADELPHIA 76ERS,240,37,79,4,8,20,25,16,37,27,4,7,15,14,home,win,98.0,ATLANTA HAWKS,80.0
LOS ANGELES CLIPPERS,240,30,71,4,11,21,28,9,29,21,3,3,13,23,away,loss,85.0,PHOENIX SUNS,90.0
PHOENIX SUNS,240,33,72,3,11,21,25,10,28,27,4,4,13,23,home,win,90.0,LOS ANGELES CLIPPERS,85.0
INDIANA PACERS,240,33,79,3,16,17,22,11,25,16,4,3,16,22,away,loss,86.0,PORTLAND TRAIL BLAZERS,102.0
PORTLAND TRAIL BLAZERS,240,39,79,3,10,21,28,9,33,26,10,7,11,20,home,win,102.0,INDIANA PACERS,86.0
CHARLOTTE HORNETS,240,38,91,5,14,8,15,20,27,19,9,4,15,28,away,loss,89.0,VANCOUVER GRIZZLIES,99.0
VANCOUVER GRIZZLIES,240,36,70,4,9,23,29,7,31,28,6,4,18,17,home,win,99.0,CHARLOTTE HORNETS,89.0
