team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
DETROIT PISTONS,265,35,93,2,10,16,21,18,32,22,9,5,14,21,away,win,88.0,CLEVELAND CAVALIERS,81.0
CLEVELAND CAVALIERS,265,34,87,1,3,12,16,17,33,19,7,5,22,29,home,loss,81.0,DETROIT PISTONS,88.0
GOLDEN STATE WARRIORS,240,37,82,7,18,14,21,13,34,23,4,5,19,19,away,loss,95.0,DALLAS MAVERICKS,101.0
DALLAS MAVERICKS,240,38,85,9,18,16,20,8,32,22,9,6,13,24,home,win,101.0,GOLDEN STATE WARRIORS,95.0
PORTLAND TRAIL BLAZERS,240,37,76,3,10,12,19,12,27,18,5,1,11,16,away,loss,89.0,LOS ANGELES CLIPPERS,90.0
LOS ANGELES CLIPPERS,240,37,79,5,14,11,14,12,27,17,4,6,12,20,home,win,90.0,PORTLAND TRAIL BLAZERS,89.0
INDIANA PACERS,240,30,64,3,9,22,28,5,34,21,3,4,19,22,away,loss,85.0,MILWAUKEE BUCKS,104.0
MILWAUKEE BUCKS,240,41,91,5,15,17,22,14,27,26,6,4,5,21,home,win,104.0,INDIANA PACERS,85.0
ATLANTA HAWKS,240,33,84,2,7,16,19,13,35,15,8,7,17,28,away,loss,84.0,ORLANDO MAGIC,96.0
ORLANDO MAGIC,240,33,91,6,20,24,34,21,35,18,12,7,12,21,home,win,96.0,ATLANTA HAWKS,84.0
HOUSTON ROCKETS,240,35,93,4,14,14,15,20,32,17,5,4,11,19,away,loss,88.0,SAN ANTONIO SPURS,90.0
SAN ANTONIO SPURS,240,33,72,5,11,19,28,8,34,23,6,13,11,16,home,win,90.0,HOUSTON ROCKETS,88.0
MINNESOTA TIMBERWOLVES,240,46,85,2,7,14,14,13,25,28,3,6,13,24,away,win,108.0,TORONTO RAPTORS,105.0
TORONTO RAPTORS,240,38,81,6,16,23,32,13,23,28,4,7,9,16,home,loss,105.0,MINNESOTA TIMBERWOLVES,108.0
SEATTLE SUPERSONICS,240,34,67,4,7,19,31,9,24,16,7,3,17,23,away,loss,91.0,UTAH JAZZ,111.0
UTAH JAZZ,240,41,75,6,10,23,30,14,27,34,11,8,14,25,home,win,111.0,SEATTLE SUPERSONICS,91.0
CHICAGO BULLS,240,35,86,1,19,13,19,18,27,23,7,3,13,19,away,loss,84.0,VANCOUVER GRIZZLIES,91.0
VANCOUVER GRIZZLIES,240,36,77,4,9,15,21,12,30,26,4,3,12,19,home,win,91.0,CHICAGO BULLS,84.0
DENVER NUGGETS,240,39,79,6,12,21,30,9,41,28,4,7,12,19,away,win,105.0,WASHINGTON WIZARDS,100.0
WASHINGTON WIZARDS,240,42,102,8,17,8,14,21,31,19,6,6,7,25,home,loss,100.0,DENVER NUGGETS,105.0
