team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
MINNESOTA TIMBERWOLVES,240,40,76,6,10,9,12,7,27,33,8,5,7,15,away,win,95.0,CHARLOTTE HORNETS,89.0
CHARLOTTE HORNETS,240,36,83,8,16,9,13,16,25,26,6,1,9,15,home,loss,89.0,MINNESOTA TIMBERWOLVES,95.0
CLEVELAND CAVALIERS,240,28,79,1,5,17,22,15,33,19,8,4,15,19,away,loss,74.0,CHICAGO BULLS,87.0
CHICAGO BULLS,240,34,78,3,9,16,21,10,33,25,12,7,13,16,home,win,87.0,CLEVELAND CAVALIERS,74.0
PHOENIX SUNS,240,33,74,2,9,25,32,6,43,28,7,6,18,24,away,win,93.0,DENVER NUGGETS,82.0
DENVER NUGGETS,240,32,82,3,14,15,20,5,32,20,13,8,14,28,home,loss,82.0,PHOENIX SUNS,93.0
LOS ANGELES LAKERS,240,35,77,2,10,25,32,13,33,23,9,7,15,20,away,win,97.0,GOLDEN STATE WARRIORS,85.0
GOLDEN STATE WARRIORS,240,35,93,3,13,12,21,20,30,22,8,3,14,24,home,loss,85.0,LOS ANGELES LAKERS,97.0
INDIANA PACERS,240,29,69,5,17,20,29,11,21,14,4,1,16,25,away,loss,83.0,NEW YORK KNICKS,97.0
NEW YORK KNICKS,240,36,68,3,10,22,26,7,25,21,7,1,8,22,home,win,97.0,INDIANA PACERS,83.0
VANCOUVER GRIZZLIES,240,39,70,3,10,24,30,6,30,27,6,2,14,23,away,win,105.0,PORTLAND TRAIL BLAZERS,97.0
PORTLAND TRAIL BLAZERS,240,40,90,3,9,14,20,14,26,23,9,0,10,26,home,loss,97.0,VANCOUVER GRIZZLIES,105.0
TORONTO RAPTORS,240,33,90,4,13,21,24,16,34,18,10,6,16,33,away,loss,91.0,SACRAMENTO KINGS,98.0
SACRAMENTO KINGS,240,31,87,5,15,31,46,23,34,16,10,2,13,22,home,win,98.0,TORONTO RAPTORS,91.0
SAN ANTONIO SPURS,240,36,68,7,13,22,28,12,34,24,4,7,16,14,away,win,101.0,SEATTLE SUPERSONICS,73.0
SEATTLE SUPERSONICS,240,27,86,4,7,15,17,16,21,15,7,2,10,23,home,loss,73.0,SAN ANTONIO SPURS,101.0
