team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
CLEVELAND CAVALIERS,240,34,77,3,12,31,34,9,21,16,3,2,12,20,away,loss,102.0,ATLANTA HAWKS,107.0
ATLANTA HAWKS,240,42,86,5,14,18,23,17,24,26,8,7,14,29,home,win,107.0,CLEVELAND CAVALIERS,102.0
MIAMI HEAT,240,37,66,10,21,18,27,6,25,23,5,4,10,23,away,win,102.0,BOSTON CELTICS,97.0
BOSTON CELTICS,240,33,70,5,17,26,30,9,22,14,4,5,9,22,home,loss,97.0,MIAMI HEAT,102.0
TORONTO RAPTORS,240,36,92,5,15,10,13,16,36,22,8,4,18,26,away,loss,87.0,DETROIT PISTONS,99.0
DETROIT PISTONS,240,37,84,4,18,21,28,10,36,26,11,6,12,19,home,win,99.0,TORONTO RAPTORS,87.0
NEW YORK KNICKS,240,36,73,6,16,15,21,8,34,23,5,2,18,20,away,loss,93.0,INDIANA PACERS,100.0
INDIANA PACERS,240,34,76,14,20,18,24,8,27,26,10,3,12,23,home,win,100.0,NEW YORK KNICKS,93.0
DALLAS MAVERICKS,240,38,80,5,15,25,32,6,31,19,8,4,13,25,away,loss,106.0,PHOENIX SUNS,111.0
PHOENIX SUNS,240,39,89,7,21,26,31,16,31,25,7,2,15,23,home,win,111.0,DALLAS MAVERICKS,106.0
GOLDEN STATE WARRIORS,240,42,79,2,6,15,18,10,19,23,11,4,16,23,away,loss,101.0,SEATTLE SUPERSONICS,107.0
SEATTLE SUPERSONICS,240,43,73,4,8,17,23,8,20,29,10,2,17,22,home,win,107.0,GOLDEN STATE WARRIORS,101.0
CHICAGO BULLS,240,47,87,6,12,13,15,11,20,30,15,2,15,23,away,win,113.0,WASHINGTON WIZARDS,109.0
WASHINGTON WIZARDS,240,45,71,2,6,17,23,8,25,27,9,4,23,16,home,loss,109.0,CHICAGO BULLS,113.0
