team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
WASHINGTON WIZARDS,240,26,83,1,8,35,52,22,33,15,9,10,9,28,away,win,88.0,CHICAGO BULLS,83.0
CHICAGO BULLS,240,27,82,5,17,24,36,15,36,16,4,8,15,31,home,loss,83.0,WASHINGTON WIZARDS,88.0
LOS ANGELES LAKERS,240,28,67,4,15,14,23,7,26,15,9,7,19,20,away,loss,74.0,HOUSTON ROCKETS,84.0
HOUSTON ROCKETS,240,29,71,4,15,22,23,12,31,18,11,1,19,20,home,win,84.0,LOS ANGELES LAKERS,74.0
NEW YORK KNICKS,240,43,82,7,20,10,14,8,36,27,6,4,12,18,away,win,103.0,MILWAUKEE BUCKS,89.0
MILWAUKEE BUCKS,240,34,77,10,23,11,12,7,27,22,4,4,13,15,home,loss,89.0,NEW YORK KNICKS,103.0
SAN ANTONIO SPURS,240,30,78,1,8,20,26,11,27,18,4,7,22,18,away,loss,81.0,PHOENIX SUNS,100.0
PHOENIX SUNS,240,43,83,2,13,12,17,9,30,29,15,6,13,26,home,win,100.0,SAN ANTONIO SPURS,81.0
ATLANTA HAWKS,240,31,84,3,12,23,30,16,30,19,8,1,13,18,away,loss,88.0,PORTLAND TRAIL BLAZERS,97.0
PORTLAND TRAIL BLAZERS,240,40,83,8,19,9,11,10,33,27,6,15,18,25,home,win,97.0,ATLANTA HAWKS,88.0
BOSTON CELTICS,240,30,91,5,16,10,15,15,24,19,7,10,18,23,away,loss,75.0,TORONTO RAPTORS,105.0
TORONTO RAPTORS,240,37,76,4,13,27,32,8,43,26,7,11,16,19,home,win,105.0,BOSTON CELTICS,75.0
