team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
LOS ANGELES LAKERS,240,33,75,4,10,32,38,20,25,17,6,7,19,23,away,win,102.0,CLEVELAND CAVALIERS,96.0
CLEVELAND CAVALIERS,240,36,80,1,6,23,32,18,20,16,15,4,14,30,home,loss,96.0,LOS ANGELES LAKERS,102.0
MIAMI HEAT,240,43,84,6,12,11,18,8,32,25,4,5,8,23,away,win,103.0,HOUSTON ROCKETS,85.0
HOUSTON ROCKETS,240,28,83,3,22,26,35,16,32,13,4,3,10,15,home,loss,85.0,MIAMI HEAT,103.0
INDIANA PACERS,240,37,87,0,9,12,19,16,30,20,7,8,13,22,away,loss,86.0,ORLANDO MAGIC,93.0
ORLANDO MAGIC,240,35,83,6,16,17,28,17,34,23,10,8,14,18,home,win,93.0,INDIANA PACERS,86.0
CHICAGO BULLS,240,35,82,6,10,5,6,13,23,26,8,3,16,17,away,loss,81.0,PORTLAND TRAIL BLAZERS,92.0
PORTLAND TRAIL BLAZERS,240,37,74,1,5,17,22,15,29,25,11,8,17,14,home,win,92.0,CHICAGO BULLS,81.0
GOLDEN STATE WARRIORS,240,32,101,2,11,13,24,27,31,22,10,6,14,17,away,loss,79.0,SACRAMENTO KINGS,105.0
SACRAMENTO KINGS,240,42,94,5,21,16,19,15,41,26,11,9,12,19,home,win,105.0,GOLDEN STATE WARRIORS,79.0
UTAH JAZZ,240,38,75,3,13,23,26,8,29,26,11,7,16,30,away,win,102.0,SEATTLE SUPERSONICS,88.0
SEATTLE SUPERSONICS,240,29,71,5,13,25,31,12,24,20,7,5,19,19,home,loss,88.0,UTAH JAZZ,102.0
PHILADELPHIA 76ERS,240,36,85,3,11,14,21,13,34,18,5,8,12,17,away,loss,89.0,TORONTO RAPTORS,96.0
TORONTO RAPTORS,240,38,84,7,20,13,18,10,33,23,5,7,9,19,home,win,96.0,PHILADELPHIA 76ERS,89.0
