team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
PHILADELPHIA 76ERS,240,35,74,0,1,27,34,13,35,22,10,6,23,27,away,win,97.0,BOSTON CELTICS,91.0
BOSTON CELTICS,240,31,71,8,19,21,32,4,25,19,12,1,18,26,home,loss,91.0,PHILADELPHIA 76ERS,97.0
MILWAUKEE BUCKS,240,38,80,7,16,27,30,5,24,25,9,3,10,23,away,loss,110.0,CLEVELAND CAVALIERS,124.0
CLEVELAND CAVALIERS,240,44,85,6,11,30,34,12,35,35,7,2,12,27,home,win,124.0,MILWAUKEE BUCKS,110.0
LOS ANGELES CLIPPERS,240,34,75,3,13,22,30,7,31,25,5,5,12,19,away,loss,93.0,DALLAS MAVERICKS,111.0
DALLAS MAVERICKS,240,45,88,6,9,15,21,9,35,32,10,5,11,21,home,win,111.0,LOS ANGELES CLIPPERS,93.0
INDIANA PACERS,240,31,85,4,14,12,18,18,36,17,5,1,16,28,away,loss,78.0,DETROIT PISTONS,95.0
DETROIT PISTONS,240,33,77,6,14,23,33,9,38,17,7,7,12,22,home,win,95.0,INDIANA PACERS,78.0
SEATTLE SUPERSONICS,265,40,90,10,18,19,21,14,33,27,7,6,13,30,away,win,109.0,LOS ANGELES LAKERS,97.0
LOS ANGELES LAKERS,265,37,82,6,22,17,27,9,31,22,6,2,13,25,home,loss,97.0,SEATTLE SUPERSONICS,109.0
MIAMI HEAT,240,29,71,8,20,17,24,10,27,19,7,1,13,15,away,loss,83.0,NEW YORK KNICKS,86.0
NEW YORK KNICKS,240,37,86,4,10,8,10,18,27,22,10,4,14,19,home,win,86.0,MIAMI HEAT,83.0
HOUSTON ROCKETS,240,33,72,5,14,21,24,11,33,12,5,3,20,19,away,loss,92.0,PHOENIX SUNS,94.0
PHOENIX SUNS,240,38,88,3,6,15,20,14,26,24,9,4,13,20,home,win,94.0,HOUSTON ROCKETS,92.0
UTAH JAZZ,240,36,76,3,15,15,19,11,28,30,6,7,22,28,away,loss,90.0,SACRAMENTO KINGS,105.0
SACRAMENTO KINGS,240,36,76,7,16,26,31,10,23,23,18,0,15,21,home,win,105.0,UTAH JAZZ,90.0
TORONTO RAPTORS,240,44,91,6,13,7,12,16,32,27,10,6,11,18,away,win,101.0,VANCOUVER GRIZZLIES,84.0
VANCOUVER GRIZZLIES,240,32,74,2,9,18,20,6,26,16,3,5,13,15,home,loss,84.0,TORONTO RAPTORS,101.0
