team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
WASHINGTON WIZARDS,240,35,79,5,13,14,22,8,32,19,5,5,14,23
ATLANTA HAWKS,240,32,78,5,20,31,34,11,36,18,5,7,12,24
CHICAGO BULLS,240,34,82,2,15,20,27,16,20,19,6,3,15,27
BOSTON CELTICS,240,43,74,12,24,20,24,10,32,33,7,5,16,22
NEW YORK KNICKS,290,38,98,9,36,15,18,10,40,20,5,7,17,28
CHARLOTTE BOBCATS,290,35,92,3,18,29,36,12,43,18,8,6,15,19
OKLAHOMA CITY THUNDER,240,33,76,2,11,23,30,9,36,23,6,5,11,28
DETROIT PISTONS,240,26,70,5,17,26,34,9,34,12,6,5,15,27
MIAMI HEAT,240,30,69,1,7,35,46,13,32,16,7,3,15,23
INDIANA PACERS,240,29,79,4,23,21,26,12,27,16,4,9,14,31
DALLAS MAVERICKS,240,32,77,5,15,25,32,13,33,19,6,3,17,21
LOS ANGELES LAKERS,240,32,81,7,23,9,14,13,27,19,7,1,19,29
TORONTO RAPTORS,240,39,88,7,22,22,28,15,21,20,7,5,14,29
MEMPHIS GRIZZLIES,240,42,82,3,9,28,35,18,27,24,11,5,17,22
CLEVELAND CAVALIERS,240,40,84,10,18,14,20,10,33,24,11,5,11,21
MINNESOTA TIMBERWOLVES,240,36,86,3,14,12,17,15,32,18,6,3,17,15
ORLANDO MAGIC,240,37,75,6,21,15,25,9,39,21,1,5,14,18
NEW JERSEY NETS,240,31,81,5,15,18,25,7,32,16,8,5,6,20
SACRAMENTO KINGS,240,36,96,7,24,13,20,21,31,21,7,3,10,24
NEW ORLEANS HORNETS,240,33,73,5,16,26,32,10,33,16,6,9,11,21
MILWAUKEE BUCKS,240,34,85,7,23,11,19,12,32,17,7,2,20,27
PHILADELPHIA 76ERS,240,32,70,6,18,29,34,6,39,18,12,7,19,22
GOLDEN STATE WARRIORS,240,36,85,6,13,23,28,9,29,16,7,3,22,30
PHOENIX SUNS,240,45,84,12,22,21,34,9,38,30,7,7,23,25
LOS ANGELES CLIPPERS,240,34,74,6,13,24,34,3,32,18,7,10,9,21
UTAH JAZZ,240,45,90,2,9,19,25,12,36,26,3,5,10,25
