team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
MILWAUKEE BUCKS,240,36,91,4,20,5,10,10,34,20,8,5,11,23
CHICAGO BULLS,240,29,74,5,11,20,31,14,39,18,7,12,18,18
WASHINGTON WIZARDS,240,27,69,4,14,32,41,12,36,12,4,5,13,27
CLEVELAND CAVALIERS,240,36,86,11,26,19,27,13,29,25,8,3,7,25
UTAH JAZZ,240,34,82,4,11,13,20,8,29,21,10,7,14,24
DALLAS MAVERICKS,240,34,86,7,18,21,23,15,35,18,8,12,15,17
ORLANDO MAGIC,240,29,79,10,35,12,16,10,32,18,6,6,15,30
DETROIT PISTONS,240,27,72,0,6,31,38,9,35,8,7,4,9,17
DENVER NUGGETS,240,35,82,8,15,33,41,16,40,18,8,7,18,19
INDIANA PACERS,240,36,91,3,22,18,24,13,31,13,12,10,14,28
PHOENIX SUNS,240,39,77,9,23,17,27,6,37,21,5,11,14,16
MIAMI HEAT,240,36,90,9,24,15,17,12,30,22,8,2,9,23
LOS ANGELES LAKERS,265,38,73,5,11,20,28,7,29,19,16,2,25,27
OKLAHOMA CITY THUNDER,265,38,88,6,23,16,19,13,24,23,14,7,21,23
BOSTON CELTICS,240,41,72,14,20,9,14,7,32,27,10,4,17,21
PHILADELPHIA 76ERS,240,29,80,1,16,15,22,11,23,15,7,3,16,16
ATLANTA HAWKS,240,37,80,5,15,18,22,11,35,21,4,7,11,15
PORTLAND TRAIL BLAZERS,240,36,85,6,21,13,16,10,26,22,7,4,8,20
