team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
DALLAS MAVERICKS,240,45,88,10,21,17,19,8,31,28,7,2,8,14,away,win,117.0,ATLANTA HAWKS,99.0
ATLANTA HAWKS,240,38,89,6,21,17,22,14,31,24,6,2,13,14,home,loss,99.0,DALLAS MAVERICKS,117.0
MIAMI HEAT,240,30,73,0,7,16,19,5,23,23,10,4,14,26,away,loss,76.0,DENVER NUGGETS,86.0
DENVER NUGGETS,240,34,67,1,5,17,24,8,30,27,7,8,19,24,home,win,86.0,MIAMI HEAT,76.0
NEW YORK KNICKS,240,37,86,5,13,8,9,11,33,20,5,8,12,19,away,loss,87.0,INDIANA PACERS,89.0
INDIANA PACERS,240,35,75,3,8,16,17,5,30,22,9,2,12,15,home,win,89.0,NEW YORK KNICKS,87.0
MEMPHIS GRIZZLIES,240,37,84,4,15,17,21,19,31,15,2,5,16,19,away,loss,95.0,LOS ANGELES CLIPPERS,103.0
LOS ANGELES CLIPPERS,240,41,81,3,9,18,23,7,28,27,5,3,8,20,home,win,103.0,MEMPHIS GRIZZLIES,95.0
GOLDEN STATE WARRIORS,240,33,84,7,17,22,27,8,34,19,5,5,7,20,away,loss,95.0,MINNESOTA TIMBERWOLVES,102.0
MINNESOTA TIMBERWOLVES,240,44,88,5,12,9,19,8,39,31,4,8,8,24,home,win,102.0,GOLDEN STATE WARRIORS,95.0
BOSTON CELTICS,240,30,71,9,28,24,30,8,30,19,9,2,14,26,away,win,93.0,NEW ORLEANS HORNETS,83.0
NEW ORLEANS HORNETS,240,29,77,5,19,20,27,13,28,21,5,4,14,25,home,loss,83.0,BOSTON CELTICS,93.0
HOUSTON ROCKETS,240,32,72,2,12,25,26,15,37,12,4,9,21,20,away,win,91.0,ORLANDO MAGIC,81.0
ORLANDO MAGIC,240,31,87,4,15,15,21,16,18,14,13,2,9,22,home,loss,81.0,HOUSTON ROCKETS,91.0
DETROIT PISTONS,265,36,78,7,16,24,27,10,33,21,9,7,16,32,away,win,103.0,PHILADELPHIA 76ERS,94.0
PHILADELPHIA 76ERS,265,31,79,2,7,30,38,16,30,19,9,4,14,28,home,loss,94.0,DETROIT PISTONS,103.0
SAN ANTONIO SPURS,240,37,75,9,16,23,30,10,27,19,10,3,18,20,away,win,106.0,SEATTLE SUPERSONICS,95.0
SEATTLE SUPERSONICS,240,36,77,7,13,16,20,13,23,21,11,4,19,26,home,loss,95.0,SAN ANTONIO SPURS,106.0
PHOENIX SUNS,240,34,69,6,19,19,24,7,19,17,11,4,12,24,away,loss,93.0,UTAH JAZZ,99.0
UTAH JAZZ,240,36,74,3,10,24,28,17,30,26,8,4,16,19,home,win,99.0,PHOENIX SUNS,93.0
CHICAGO BULLS,240,39,83,4,17,16,23,7,34,26,9,7,13,30,away,loss,98.0,WASHINGTON WIZARDS,101.0
WASHINGTON WIZARDS,240,37,84,1,10,26,34,16,36,16,7,4,14,22,home,win,101.0,CHICAGO BULLS,98.0
