team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
NEW YORK KNICKS,240,36,83,7,27,16,18,8,30,22,6,2,12,21,away,loss,95.0,BOSTON CELTICS,97.0
BOSTON CELTICS,240,36,73,9,23,16,24,5,32,20,8,4,12,17,home,win,97.0,NEW YORK KNICKS,95.0
ATLANTA HAWKS,240,39,76,4,9,29,32,12,25,24,8,7,17,24,away,win,111.0,CLEVELAND CAVALIERS,105.0
CLEVELAND CAVALIERS,240,40,95,2,13,23,28,23,19,25,8,6,14,25,home,loss,105.0,ATLANTA HAWKS,111.0
INDIANA PACERS,240,33,81,1,11,28,31,16,33,13,7,3,13,22,away,loss,95.0,LOS ANGELES LAKERS,97.0
LOS ANGELES LAKERS,240,37,86,6,21,17,26,14,30,21,10,8,14,25,home,win,97.0,INDIANA PACERS,95.0
DENVER NUGGETS,240,36,86,3,11,11,16,17,35,20,7,7,23,24,away,loss,86.0,MEMPHIS GRIZZLIES,96.0
MEMPHIS GRIZZLIES,240,36,83,5,13,19,26,11,28,26,13,10,15,17,home,win,96.0,DENVER NUGGETS,86.0
MILWAUKEE BUCKS,240,38,88,7,19,16,22,7,33,19,7,4,15,24,away,loss,99.0,ORLANDO MAGIC,111.0
ORLANDO MAGIC,240,42,93,9,24,18,26,15,42,14,7,3,12,22,home,win,111.0,MILWAUKEE BUCKS,99.0
PORTLAND TRAIL BLAZERS,240,33,85,8,26,18,21,16,23,20,6,2,10,21,away,loss,92.0,PHOENIX SUNS,98.0
PHOENIX SUNS,240,36,72,5,16,21,24,7,33,21,7,3,12,21,home,win,98.0,PORTLAND TRAIL BLAZERS,92.0
MINNESOTA TIMBERWOLVES,265,38,99,3,14,16,20,20,42,17,6,3,15,25,away,loss,95.0,SACRAMENTO KINGS,96.0
SACRAMENTO KINGS,265,33,91,5,16,25,33,13,34,18,7,10,9,17,home,win,96.0,MINNESOTA TIMBERWOLVES,95.0
HOUSTON ROCKETS,240,42,88,3,13,10,14,16,28,18,7,3,13,17,away,win,97.0,TORONTO RAPTORS,95.0
TORONTO RAPTORS,240,37,82,7,15,14,17,13,26,25,7,3,10,18,home,loss,95.0,HOUSTON ROCKETS,97.0
SEATTLE SUPERSONICS,240,29,73,5,23,20,25,12,23,13,6,3,14,29,away,loss,83.0,UTAH JAZZ,94.0
UTAH JAZZ,240,31,73,1,4,31,38,16,33,19,8,10,10,23,home,win,94.0,SEATTLE SUPERSONICS,83.0
LOS ANGELES CLIPPERS,240,31,80,1,12,17,24,13,24,12,10,3,13,23,away,loss,80.0,WASHINGTON WIZARDS,99.0
WASHINGTON WIZARDS,240,33,74,0,2,33,40,16,36,19,6,2,16,20,home,win,99.0,LOS ANGELES CLIPPERS,80.0
