team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
PHILADELPHIA 76ERS,240,48,87,0,3,14,15,11,32,27,13,3,17,16,away,win,110.0,ATLANTA HAWKS,89.0
ATLANTA HAWKS,240,35,84,2,13,17,20,11,27,22,10,9,17,15,home,loss,89.0,PHILADELPHIA 76ERS,110.0
SACRAMENTO KINGS,240,41,96,7,18,18,28,20,39,30,9,7,16,14,away,win,107.0,CHICAGO BULLS,92.0
CHICAGO BULLS,240,37,94,3,13,15,18,13,33,26,9,9,14,24,home,loss,92.0,SACRAMENTO KINGS,107.0
BOSTON CELTICS,240,40,86,14,27,16,26,15,27,24,11,4,10,15,away,win,110.0,CLEVELAND CAVALIERS,106.0
CLEVELAND CAVALIERS,240,43,85,9,18,11,14,10,33,27,8,8,14,22,home,loss,106.0,BOSTON CELTICS,110.0
DENVER NUGGETS,240,35,87,3,11,16,20,19,31,18,8,2,17,22,away,loss,89.0,HOUSTON ROCKETS,102.0
HOUSTON ROCKETS,240,35,70,7,20,25,35,10,31,24,12,12,18,20,home,win,102.0,DENVER NUGGETS,89.0
GOLDEN STATE WARRIORS,240,33,79,4,13,27,31,13,30,17,7,4,20,22,away,loss,97.0,NEW JERSEY NETS,109.0
NEW JERSEY NETS,240,45,89,3,12,16,23,12,27,32,14,6,12,24,home,win,109.0,GOLDEN STATE WARRIORS,97.0
UTAH JAZZ,240,33,73,0,4,15,19,14,23,23,11,4,22,20,away,loss,81.0,SAN ANTONIO SPURS,101.0
SAN ANTONIO SPURS,240,41,86,6,17,13,20,24,24,25,10,4,20,17,home,win,101.0,UTAH JAZZ,81.0
