team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
MIAMI HEAT,240,29,77,10,23,23,29,10,33,21,11,2,11,25,away,win,91.0,BOSTON CELTICS,81.0
BOSTON CELTICS,240,25,69,9,27,22,32,9,31,13,6,4,18,19,home,loss,81.0,MIAMI HEAT,91.0
TORONTO RAPTORS,240,32,85,5,19,14,21,21,28,19,6,4,16,18,away,loss,83.0,CHICAGO BULLS,96.0
CHICAGO BULLS,240,42,86,2,4,10,14,17,28,25,8,8,13,24,home,win,96.0,TORONTO RAPTORS,83.0
DETROIT PISTONS,265,35,83,13,24,28,30,9,37,24,5,8,13,25,away,win,111.0,CLEVELAND CAVALIERS,106.0
CLEVELAND CAVALIERS,265,37,89,7,12,25,35,13,36,24,7,11,11,26,home,loss,106.0,DETROIT PISTONS,111.0
DALLAS MAVERICKS,240,27,82,6,24,20,21,9,29,17,11,8,9,22,away,win,80.0,DENVER NUGGETS,75.0
DENVER NUGGETS,240,25,70,4,15,21,31,14,38,16,5,5,21,26,home,loss,75.0,DALLAS MAVERICKS,80.0
NEW ORLEANS HORNETS,240,32,76,5,11,37,39,9,25,20,4,6,12,28,away,loss,106.0,GOLDEN STATE WARRIORS,111.0
GOLDEN STATE WARRIORS,240,41,82,1,3,28,35,15,32,19,8,9,11,23,home,win,111.0,NEW ORLEANS HORNETS,106.0
INDIANA PACERS,240,28,71,4,12,23,32,9,25,16,13,3,12,24,away,loss,83.0,HOUSTON ROCKETS,95.0
HOUSTON ROCKETS,240,31,81,5,18,28,31,25,35,17,8,8,22,23,home,win,95.0,INDIANA PACERS,83.0
PORTLAND TRAIL BLAZERS,240,39,79,7,16,12,17,8,28,26,8,2,14,24,away,win,97.0,LOS ANGELES CLIPPERS,93.0
LOS ANGELES CLIPPERS,240,34,76,8,23,17,21,6,28,22,8,8,14,18,home,loss,93.0,PORTLAND TRAIL BLAZERS,97.0
MINNESOTA TIMBERWOLVES,240,35,81,3,12,21,23,12,31,23,6,5,23,24,away,loss,94.0,PHILADELPHIA 76ERS,99.0
PHILADELPHIA 76ERS,240,37,82,2,8,23,31,8,30,22,17,6,14,25,home,win,99.0,MINNESOTA TIMBERWOLVES,94.0
SAN ANTONIO SPURS,240,32,74,3,14,24,30,13,32,14,2,7,16,25,away,win,91.0,SEATTLE SUPERSONICS,88.0
SEATTLE SUPERSONICS,240,31,76,3,13,23,32,12,24,16,7,1,10,28,home,loss,88.0,SAN ANTONIO SPURS,91.0
ORLANDO MAGIC,240,33,71,8,16,23,27,4,24,18,13,2,15,26,away,win,97.0,UTAH JAZZ,90.0
UTAH JAZZ,240,32,71,4,13,22,26,11,33,25,9,3,23,24,home,loss,90.0,ORLANDO MAGIC,97.0
MEMPHIS GRIZZLIES,240,42,79,4,9,12,14,8,17,26,5,5,11,19,away,loss,100.0,WASHINGTON WIZARDS,118.0
WASHINGTON WIZARDS,240,47,76,6,13,18,19,8,29,32,8,6,13,16,home,win,118.0,MEMPHIS GRIZZLIES,100.0
