team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
MINNESOTA TIMBERWOLVES,240,41,85,2,12,15,16,9,30,26,10,5,13,28,away,loss,99.0,BOSTON CELTICS,108.0
BOSTON CELTICS,240,31,76,14,32,32,37,13,31,20,12,4,18,20,home,win,108.0,MINNESOTA TIMBERWOLVES,99.0
UTAH JAZZ,240,33,71,5,12,22,37,11,39,24,8,5,18,27,away,win,93.0,DALLAS MAVERICKS,81.0
DALLAS MAVERICKS,240,25,75,4,24,27,31,10,27,9,10,4,12,29,home,loss,81.0,UTAH JAZZ,93.0
ORLANDO MAGIC,240,28,68,6,16,27,29,3,30,17,11,6,13,21,away,win,89.0,DENVER NUGGETS,80.0
DENVER NUGGETS,240,35,83,3,13,7,11,13,35,29,6,5,20,26,home,loss,80.0,ORLANDO MAGIC,89.0
CLEVELAND CAVALIERS,265,38,79,4,13,27,33,8,26,14,10,6,11,34,away,loss,107.0,DETROIT PISTONS,109.0
DETROIT PISTONS,265,36,79,7,14,30,43,15,26,23,7,7,16,28,home,win,109.0,CLEVELAND CAVALIERS,107.0
PORTLAND TRAIL BLAZERS,240,44,84,3,12,22,24,9,25,31,12,4,15,24,away,win,113.0,GOLDEN STATE WARRIORS,111.0
GOLDEN STATE WARRIORS,240,43,84,8,16,17,19,12,28,21,7,3,17,18,home,loss,111.0,PORTLAND TRAIL BLAZERS,113.0
ATLANTA HAWKS,240,36,90,5,16,5,8,18,31,22,3,9,12,20,away,loss,82.0,HOUSTON ROCKETS,101.0
HOUSTON ROCKETS,240,36,80,9,19,20,23,4,35,24,5,9,7,13,home,win,101.0,ATLANTA HAWKS,82.0
CHICAGO BULLS,240,35,88,2,12,14,18,16,26,22,7,4,15,23,away,loss,86.0,INDIANA PACERS,101.0
INDIANA PACERS,240,38,78,3,10,22,32,16,36,25,9,3,16,17,home,win,101.0,CHICAGO BULLS,86.0
PHOENIX SUNS,240,36,79,5,12,10,13,11,36,20,5,6,17,17,away,win,87.0,LOS ANGELES CLIPPERS,76.0
LOS ANGELES CLIPPERS,240,29,81,10,23,8,10,10,29,18,9,6,15,16,home,loss,76.0,PHOENIX SUNS,87.0
MILWAUKEE BUCKS,240,32,86,5,20,15,17,9,30,22,10,1,9,16,away,loss,84.0,MEMPHIS GRIZZLIES,95.0
MEMPHIS GRIZZLIES,240,36,75,9,18,14,15,7,43,30,5,5,19,19,home,win,95.0,MILWAUKEE BUCKS,84.0
LOS ANGELES LAKERS,265,40,90,4,11,20,32,18,34,27,9,7,20,27,away,loss,104.0,PHILADELPHIA 76ERS,107.0
PHILADELPHIA 76ERS,265,42,97,3,11,20,30,16,34,25,14,2,13,25,home,win,107.0,LOS ANGELES LAKERS,104.0
NEW ORLEANS HORNETS,265,38,87,9,22,3,6,11,36,18,4,7,17,26,away,win,88.0,SEATTLE SUPERSONICS,86.0
SEATTLE SUPERSONICS,265,33,89,4,10,16,17,14,28,17,11,1,13,15,home,loss,86.0,NEW ORLEANS HORNETS,88.0
MIAMI HEAT,240,36,64,3,6,22,27,7,35,16,8,3,15,23,away,win,97.0,TORONTO RAPTORS,77.0
TORONTO RAPTORS,240,26,71,4,12,21,27,9,20,10,6,1,14,24,home,loss,77.0,MIAMI HEAT,97.0
