team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
INDIANA PACERS,240,30,75,2,14,31,36,12,32,18,7,1,12,16,away,loss,93.0,BOSTON CELTICS,98.0
BOSTON CELTICS,240,40,88,10,28,8,17,13,30,24,3,5,10,25,home,win,98.0,INDIANA PACERS,93.0
CLEVELAND CAVALIERS,240,28,64,3,15,21,30,11,33,20,8,4,28,23,away,loss,80.0,DENVER NUGGETS,97.0
DENVER NUGGETS,240,38,89,3,7,18,25,12,22,27,18,1,12,21,home,win,97.0,CLEVELAND CAVALIERS,80.0
NEW YORK KNICKS,240,28,68,4,12,22,32,4,31,18,6,4,13,25,away,loss,82.0,DETROIT PISTONS,99.0
DETROIT PISTONS,240,34,76,3,17,28,34,9,34,23,9,4,10,23,home,win,99.0,NEW YORK KNICKS,82.0
MINNESOTA TIMBERWOLVES,240,35,72,6,11,22,24,7,25,21,12,4,20,25,away,loss,98.0,GOLDEN STATE WARRIORS,107.0
GOLDEN STATE WARRIORS,240,42,93,5,17,18,21,22,27,26,7,4,15,22,home,win,107.0,MINNESOTA TIMBERWOLVES,98.0
LOS ANGELES LAKERS,265,40,94,5,23,19,22,12,31,26,10,4,8,26,away,loss,104.0,HOUSTON ROCKETS,108.0
HOUSTON ROCKETS,265,35,79,10,15,28,31,10,40,23,6,9,17,20,home,win,108.0,LOS ANGELES LAKERS,104.0
TORONTO RAPTORS,240,24,64,2,10,27,38,9,44,15,5,4,30,27,away,loss,77.0,NEW JERSEY NETS,88.0
NEW JERSEY NETS,240,35,90,1,12,17,23,7,30,20,16,3,11,29,home,win,88.0,TORONTO RAPTORS,77.0
CHICAGO BULLS,240,29,72,3,12,22,29,11,31,16,5,9,21,24,away,loss,83.0,NEW ORLEANS HORNETS,90.0
NEW ORLEANS HORNETS,240,34,83,5,14,17,26,18,29,23,14,6,16,27,home,win,90.0,CHICAGO BULLS,83.0
MILWAUKEE BUCKS,240,31,76,6,25,31,36,9,31,20,12,0,8,21,away,win,99.0,PHILADELPHIA 76ERS,95.0
PHILADELPHIA 76ERS,240,37,79,3,17,18,24,11,35,24,7,3,14,24,home,loss,95.0,MILWAUKEE BUCKS,99.0
DALLAS MAVERICKS,240,36,94,9,26,25,27,19,31,14,5,4,8,22,away,loss,106.0,PHOENIX SUNS,111.0
PHOENIX SUNS,240,38,81,10,19,25,29,8,32,21,6,2,10,27,home,win,111.0,DALLAS MAVERICKS,106.0
ATLANTA HAWKS,240,38,81,5,8,12,16,8,31,17,4,4,15,24,away,loss,93.0,SAN ANTONIO SPURS,106.0
SAN ANTONIO SPURS,240,38,80,4,11,26,36,11,31,19,8,6,6,21,home,win,106.0,ATLANTA HAWKS,93.0
MEMPHIS GRIZZLIES,265,35,82,1,12,26,34,9,33,22,2,3,8,17,away,loss,97.0,SEATTLE SUPERSONICS,103.0
SEATTLE SUPERSONICS,265,44,94,4,11,11,19,11,38,27,6,4,4,27,home,win,103.0,MEMPHIS GRIZZLIES,97.0
