team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
NEW YORK KNICKS,240,37,96,9,23,11,13,18,26,27,8,0,12,27,away,loss,94.0,CHICAGO BULLS,101.0
CHICAGO BULLS,240,36,74,2,8,27,38,12,33,25,7,6,12,20,home,win,101.0,NEW YORK KNICKS,94.0
MEMPHIS GRIZZLIES,240,41,86,2,6,26,30,14,35,18,7,9,16,26,away,win,110.0,GOLDEN STATE WARRIORS,108.0
GOLDEN STATE WARRIORS,240,37,92,7,20,27,36,24,30,21,7,6,13,26,home,loss,108.0,MEMPHIS GRIZZLIES,110.0
BOSTON CELTICS,240,36,89,14,33,6,9,12,21,24,8,2,10,19,away,loss,92.0,HOUSTON ROCKETS,101.0
HOUSTON ROCKETS,240,37,74,7,17,20,22,5,40,25,7,8,13,15,home,win,101.0,BOSTON CELTICS,92.0
DENVER NUGGETS,240,30,76,2,6,13,19,10,27,20,5,3,15,18,away,loss,75.0,MINNESOTA TIMBERWOLVES,89.0
MINNESOTA TIMBERWOLVES,240,35,72,4,9,15,17,8,28,23,7,13,16,19,home,win,89.0,DENVER NUGGETS,75.0
DETROIT PISTONS,240,34,76,9,15,24,30,16,31,22,7,4,17,23,away,win,101.0,ORLANDO MAGIC,86.0
ORLANDO MAGIC,240,32,74,4,10,18,24,8,26,17,9,2,12,27,home,loss,86.0,DETROIT PISTONS,101.0
CLEVELAND CAVALIERS,240,35,86,7,23,17,23,15,29,18,6,2,14,20,away,loss,94.0,PORTLAND TRAIL BLAZERS,118.0
PORTLAND TRAIL BLAZERS,240,45,78,5,11,23,28,7,33,32,11,3,11,19,home,win,118.0,CLEVELAND CAVALIERS,94.0
