team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
PORTLAND TRAIL BLAZERS,240,35,82,5,18,11,21,17,31,17,8,1,12,25,away,loss,86.0,DALLAS MAVERICKS,96.0
DALLAS MAVERICKS,240,34,73,8,18,20,24,7,33,18,3,9,10,16,home,win,96.0,PORTLAND TRAIL BLAZERS,86.0
BOSTON CELTICS,240,34,78,9,23,26,28,9,30,21,7,4,10,27,away,win,103.0,INDIANA PACERS,100.0
INDIANA PACERS,240,32,72,5,21,31,40,11,30,24,7,4,15,28,home,loss,100.0,BOSTON CELTICS,103.0
MILWAUKEE BUCKS,240,40,78,10,17,6,12,7,21,25,10,6,14,18,away,loss,96.0,NEW JERSEY NETS,109.0
NEW JERSEY NETS,240,45,83,6,15,13,18,16,32,30,7,3,17,18,home,win,109.0,MILWAUKEE BUCKS,96.0
UTAH JAZZ,240,37,79,1,8,15,19,13,24,22,8,5,17,32,away,loss,90.0,SACRAMENTO KINGS,96.0
SACRAMENTO KINGS,240,29,69,8,12,30,37,13,25,20,10,6,15,17,home,win,96.0,UTAH JAZZ,90.0
PHOENIX SUNS,265,35,82,6,16,20,25,10,33,13,8,6,16,33,away,win,96.0,SAN ANTONIO SPURS,95.0
SAN ANTONIO SPURS,265,32,80,5,24,26,41,19,28,26,10,6,15,22,home,loss,95.0,PHOENIX SUNS,96.0
