team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
ORLANDO MAGIC,240,30,85,7,28,20,25,14,29,16,12,1,18,28,away,loss,87.0,CHICAGO BULLS,107.0
CHICAGO BULLS,240,38,71,8,16,23,33,5,36,28,10,6,15,23,home,win,107.0,ORLANDO MAGIC,87.0
LOS ANGELES CLIPPERS,240,36,88,4,18,19,24,16,26,15,6,5,12,21,away,loss,95.0,DALLAS MAVERICKS,122.0
DALLAS MAVERICKS,240,43,81,14,24,22,24,11,34,29,7,8,12,26,home,win,122.0,LOS ANGELES CLIPPERS,95.0
LOS ANGELES LAKERS,240,33,73,6,21,30,39,13,27,23,9,5,12,23,away,loss,102.0,GOLDEN STATE WARRIORS,106.0
GOLDEN STATE WARRIORS,240,41,83,8,13,16,21,13,27,25,6,4,13,23,home,win,106.0,LOS ANGELES LAKERS,102.0
SACRAMENTO KINGS,240,41,93,2,16,12,16,10,32,20,6,3,8,21,away,loss,96.0,HOUSTON ROCKETS,103.0
HOUSTON ROCKETS,240,35,83,7,14,26,28,13,38,20,7,8,12,17,home,win,103.0,SACRAMENTO KINGS,96.0
MEMPHIS GRIZZLIES,240,40,68,5,6,22,30,4,31,30,4,5,9,16,away,win,107.0,MIAMI HEAT,96.0
MIAMI HEAT,240,41,85,6,18,8,14,12,25,22,5,0,9,23,home,loss,96.0,MEMPHIS GRIZZLIES,107.0
SEATTLE SUPERSONICS,240,30,80,5,11,15,24,14,28,17,8,2,11,18,away,loss,80.0,NEW YORK KNICKS,97.0
NEW YORK KNICKS,240,36,81,10,18,15,21,12,31,21,4,5,12,22,home,win,97.0,SEATTLE SUPERSONICS,80.0
PORTLAND TRAIL BLAZERS,240,40,80,4,16,14,20,9,30,24,12,4,13,16,away,win,98.0,WASHINGTON WIZARDS,79.0
WASHINGTON WIZARDS,240,34,77,0,12,11,15,11,25,21,7,7,16,18,home,loss,79.0,PORTLAND TRAIL BLAZERS,98.0
