team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
NEW JERSEY NETS,240,32,90,5,20,21,26,14,26,24,10,5,8,26,away,loss,90.0,CLEVELAND CAVALIERS,93.0
CLEVELAND CAVALIERS,240,33,77,3,13,24,27,14,37,17,5,7,18,24,home,win,93.0,NEW JERSEY NETS,90.0
WASHINGTON WIZARDS,240,32,79,4,12,15,24,14,29,19,4,6,3,18,away,win,83.0,INDIANA PACERS,78.0
INDIANA PACERS,240,29,77,5,22,15,19,16,33,23,2,3,13,19,home,loss,78.0,WASHINGTON WIZARDS,83.0
LOS ANGELES CLIPPERS,240,37,74,4,15,20,29,9,28,20,7,6,13,23,away,loss,98.0,LOS ANGELES LAKERS,109.0
LOS ANGELES LAKERS,240,41,90,7,14,20,25,16,25,29,10,6,10,21,home,win,109.0,LOS ANGELES CLIPPERS,98.0
HOUSTON ROCKETS,240,31,62,4,10,29,35,4,33,17,7,3,17,21,away,loss,95.0,NEW YORK KNICKS,102.0
NEW YORK KNICKS,240,37,76,8,17,20,22,3,26,21,12,2,12,26,home,win,102.0,HOUSTON ROCKETS,95.0
DALLAS MAVERICKS,240,39,83,7,24,8,10,7,20,18,7,10,13,22,away,loss,93.0,ORLANDO MAGIC,98.0
ORLANDO MAGIC,240,34,75,9,20,21,26,10,31,22,10,3,16,17,home,win,98.0,DALLAS MAVERICKS,93.0
ATLANTA HAWKS,240,34,71,6,13,12,19,7,27,26,7,7,19,16,away,loss,86.0,PORTLAND TRAIL BLAZERS,89.0
PORTLAND TRAIL BLAZERS,240,36,79,2,11,15,18,13,26,25,12,2,14,16,home,win,89.0,ATLANTA HAWKS,86.0
DETROIT PISTONS,240,30,83,6,22,9,14,13,31,15,8,6,12,18,away,loss,75.0,SACRAMENTO KINGS,81.0
SACRAMENTO KINGS,240,35,78,6,8,5,8,8,37,16,7,6,14,17,home,win,81.0,DETROIT PISTONS,75.0
MIAMI HEAT,240,30,74,3,17,6,9,11,26,16,7,7,24,21,away,loss,69.0,SAN ANTONIO SPURS,84.0
SAN ANTONIO SPURS,240,32,71,4,16,16,26,13,29,19,16,7,18,9,home,win,84.0,MIAMI HEAT,69.0
