team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
NEW JERSEY NETS,240,34,83,2,11,18,22,10,20,22,13,3,15,16,away,loss,88.0,CLEVELAND CAVALIERS,93.0
CLEVELAND CAVALIERS,240,40,70,2,7,11,15,8,30,25,4,5,25,19,home,win,93.0,NEW JERSEY NETS,88.0
CHICAGO BULLS,240,33,76,3,11,13,15,7,30,20,1,5,15,30,away,loss,82.0,DETROIT PISTONS,105.0
DETROIT PISTONS,240,36,86,9,23,24,34,19,28,22,10,7,8,17,home,win,105.0,CHICAGO BULLS,82.0
WASHINGTON WIZARDS,240,46,95,3,8,12,16,17,30,26,10,6,12,21,away,loss,107.0,GOLDEN STATE WARRIORS,113.0
GOLDEN STATE WARRIORS,240,42,86,10,22,19,26,17,26,25,6,2,17,16,home,win,113.0,WASHINGTON WIZARDS,107.0
ORLANDO MAGIC,240,39,85,11,24,7,13,8,37,19,12,4,14,19,away,win,96.0,MIAMI HEAT,74.0
MIAMI HEAT,240,26,80,1,16,21,24,10,39,14,10,3,18,15,home,loss,74.0,ORLANDO MAGIC,96.0
HOUSTON ROCKETS,240,38,89,10,20,22,31,14,28,18,10,8,8,23,away,loss,108.0,SACRAMENTO KINGS,109.0
SACRAMENTO KINGS,240,40,83,5,9,24,32,17,37,21,5,3,15,24,home,win,109.0,HOUSTON ROCKETS,108.0
LOS ANGELES LAKERS,240,33,86,3,15,20,27,12,34,12,5,9,13,30,away,loss,89.0,SAN ANTONIO SPURS,98.0
SAN ANTONIO SPURS,240,31,77,1,3,35,45,12,38,16,8,6,8,23,home,win,98.0,LOS ANGELES LAKERS,89.0
PHILADELPHIA 76ERS,240,44,78,4,10,20,27,12,26,25,10,9,11,21,away,win,112.0,TORONTO RAPTORS,95.0
TORONTO RAPTORS,240,37,79,4,11,17,18,10,21,22,10,4,15,21,home,loss,95.0,PHILADELPHIA 76ERS,112.0
