team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
SACRAMENTO KINGS,240,38,84,6,20,11,19,9,37,24,13,2,19,26,away,win,93.0,BOSTON CELTICS,92.0
BOSTON CELTICS,240,32,73,8,25,20,33,8,29,23,10,1,18,17,home,loss,92.0,SACRAMENTO KINGS,93.0
INDIANA PACERS,240,35,78,7,14,21,26,7,29,22,8,4,8,26,away,win,98.0,DETROIT PISTONS,92.0
DETROIT PISTONS,240,30,69,6,14,26,31,9,32,16,6,6,14,25,home,loss,92.0,INDIANA PACERS,98.0
PORTLAND TRAIL BLAZERS,240,47,87,11,25,17,22,11,36,31,10,5,15,17,away,win,122.0,GOLDEN STATE WARRIORS,100.0
GOLDEN STATE WARRIORS,240,42,98,5,19,11,16,19,26,27,9,6,16,19,home,loss,100.0,PORTLAND TRAIL BLAZERS,122.0
LOS ANGELES LAKERS,240,39,90,9,23,15,24,22,25,20,8,3,15,24,away,win,102.0,MEMPHIS GRIZZLIES,101.0
MEMPHIS GRIZZLIES,240,38,83,6,16,19,23,15,26,22,10,8,13,25,home,loss,101.0,LOS ANGELES LAKERS,102.0
CLEVELAND CAVALIERS,240,32,79,5,13,24,28,12,40,22,6,5,18,20,away,loss,93.0,MILWAUKEE BUCKS,95.0
MILWAUKEE BUCKS,240,39,92,4,17,13,20,12,32,21,10,4,8,20,home,win,95.0,CLEVELAND CAVALIERS,93.0
MIAMI HEAT,240,28,72,3,14,24,35,12,26,22,12,5,16,24,away,loss,83.0,NEW JERSEY NETS,99.0
NEW JERSEY NETS,240,37,78,7,18,18,28,14,32,28,11,2,15,24,home,win,99.0,MIAMI HEAT,83.0
HOUSTON ROCKETS,240,32,80,6,15,18,25,21,35,15,7,6,18,20,away,win,88.0,PHILADELPHIA 76ERS,79.0
PHILADELPHIA 76ERS,240,29,86,4,10,17,21,14,28,20,13,5,11,20,home,loss,79.0,HOUSTON ROCKETS,88.0
LOS ANGELES CLIPPERS,240,31,80,8,19,23,27,18,31,16,5,5,18,25,away,loss,93.0,SEATTLE SUPERSONICS,101.0
SEATTLE SUPERSONICS,240,34,75,8,24,25,28,7,26,23,10,6,13,21,home,win,101.0,LOS ANGELES CLIPPERS,93.0
SAN ANTONIO SPURS,240,49,82,11,17,15,20,14,29,21,9,3,11,20,away,win,124.0,TORONTO RAPTORS,98.0
TORONTO RAPTORS,240,39,82,6,13,14,21,13,20,19,7,6,14,17,home,loss,98.0,SAN ANTONIO SPURS,124.0
NEW YORK KNICKS,265,37,86,6,18,14,17,6,33,23,8,5,13,26,away,win,94.0,UTAH JAZZ,92.0
UTAH JAZZ,265,34,90,2,5,22,28,17,42,23,7,7,14,15,home,loss,92.0,NEW YORK KNICKS,94.0
