team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
SEATTLE SUPERSONICS,265,45,95,2,11,24,28,11,21,17,11,6,7,26,away,loss,116.0,ATLANTA HAWKS,119.0
ATLANTA HAWKS,265,41,82,9,16,28,37,20,35,25,4,4,27,25,home,win,119.0,SEATTLE SUPERSONICS,116.0
SACRAMENTO KINGS,240,34,73,1,6,22,31,11,29,22,7,6,15,25,away,win,91.0,CLEVELAND CAVALIERS,85.0
CLEVELAND CAVALIERS,240,30,83,4,10,21,34,18,25,17,12,5,10,27,home,loss,85.0,SACRAMENTO KINGS,91.0
SAN ANTONIO SPURS,240,31,76,7,18,12,17,11,36,24,5,10,16,22,away,loss,81.0,DENVER NUGGETS,85.0
DENVER NUGGETS,240,33,85,3,11,16,21,11,29,20,8,6,9,16,home,win,85.0,SAN ANTONIO SPURS,81.0
UTAH JAZZ,240,33,71,5,11,28,35,10,30,24,6,4,19,22,away,win,99.0,LOS ANGELES CLIPPERS,94.0
LOS ANGELES CLIPPERS,240,34,72,5,19,21,32,9,25,21,15,7,17,24,home,loss,94.0,UTAH JAZZ,99.0
LOS ANGELES LAKERS,240,33,67,3,15,16,25,8,31,15,6,4,20,22,away,loss,85.0,MIAMI HEAT,97.0
MIAMI HEAT,240,38,82,8,22,13,17,11,22,17,9,3,11,24,home,win,97.0,LOS ANGELES LAKERS,85.0
HOUSTON ROCKETS,240,27,76,2,16,15,24,9,34,21,10,5,14,14,away,loss,71.0,PORTLAND TRAIL BLAZERS,77.0
PORTLAND TRAIL BLAZERS,240,32,78,2,12,11,12,8,34,26,10,8,12,20,home,win,77.0,HOUSTON ROCKETS,71.0
INDIANA PACERS,240,34,77,6,13,14,16,11,34,29,10,4,16,20,away,win,88.0,WASHINGTON WIZARDS,84.0
WASHINGTON WIZARDS,240,29,79,4,15,22,26,11,28,18,14,7,13,18,home,loss,84.0,INDIANA PACERS,88.0
