team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
INDIANA PACERS,240,38,87,11,28,13,19,18,27,20,13,6,13,19,away,loss,100.0,BOSTON CELTICS,109.0
BOSTON CELTICS,240,43,84,11,27,12,14,10,33,27,5,2,16,17,home,win,109.0,INDIANA PACERS,100.0
DETROIT PISTONS,240,39,88,7,20,10,17,16,28,18,6,1,15,17,away,loss,95.0,CHICAGO BULLS,117.0
CHICAGO BULLS,240,47,80,11,23,12,19,7,29,36,12,2,11,20,home,win,117.0,DETROIT PISTONS,95.0
CLEVELAND CAVALIERS,240,43,85,15,37,12,14,7,31,22,4,4,10,12,away,loss,113.0,DENVER NUGGETS,126.0
DENVER NUGGETS,240,51,96,11,26,13,13,10,34,35,7,0,6,16,home,win,126.0,CLEVELAND CAVALIERS,113.0
PHILADELPHIA 76ERS,240,37,87,8,25,15,17,6,19,19,8,4,9,23,away,loss,97.0,OKLAHOMA CITY THUNDER,122.0
OKLAHOMA CITY THUNDER,240,48,88,4,16,22,30,18,36,26,7,8,16,17,home,win,122.0,PHILADELPHIA 76ERS,97.0
CHARLOTTE HORNETS,240,42,90,9,27,16,18,12,31,24,9,3,10,12,away,win,109.0,ORLANDO MAGIC,102.0
ORLANDO MAGIC,240,40,88,14,40,8,10,13,30,26,5,3,14,19,home,loss,102.0,CHARLOTTE HORNETS,109.0
MILWAUKEE BUCKS,240,43,81,16,35,14,19,7,31,28,9,4,10,11,away,win,116.0,SACRAMENTO KINGS,98.0
SACRAMENTO KINGS,240,41,84,10,26,6,10,8,29,19,6,6,12,15,home,loss,98.0,MILWAUKEE BUCKS,116.0
NEW YORK KNICKS,240,38,80,9,21,16,18,9,27,19,5,1,11,26,away,loss,101.0,UTAH JAZZ,108.0
UTAH JAZZ,240,41,90,7,28,19,29,20,28,18,5,7,8,11,home,win,108.0,NEW YORK KNICKS,101.0
ATLANTA HAWKS,240,34,86,8,25,24,29,11,33,20,11,5,16,19,away,loss,100.0,WASHINGTON WIZARDS,104.0
WASHINGTON WIZARDS,240,38,95,11,34,17,23,17,37,23,9,6,19,26,home,win,104.0,ATLANTA HAWKS,100.0
