team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
ORLANDO MAGIC,240,51,87,15,34,14,20,5,23,36,8,5,9,17,away,win,131.0,ATLANTA HAWKS,120.0
ATLANTA HAWKS,240,45,89,11,28,19,21,13,32,29,6,4,15,16,home,loss,120.0,ORLANDO MAGIC,131.0
MINNESOTA TIMBERWOLVES,240,38,86,6,21,17,22,14,34,24,3,8,14,14,away,win,99.0,CHICAGO BULLS,94.0
CHICAGO BULLS,240,38,87,4,15,14,19,13,29,20,7,6,9,16,home,loss,94.0,MINNESOTA TIMBERWOLVES,99.0
MEMPHIS GRIZZLIES,240,35,86,4,22,12,15,11,32,19,10,6,15,23,away,loss,86.0,CLEVELAND CAVALIERS,103.0
CLEVELAND CAVALIERS,240,37,81,12,31,17,23,10,36,21,8,4,17,16,home,win,103.0,MEMPHIS GRIZZLIES,86.0
GOLDEN STATE WARRIORS,240,42,95,14,34,15,19,9,36,30,6,5,12,12,away,win,113.0,NEW ORLEANS PELICANS,109.0
NEW ORLEANS PELICANS,240,39,82,14,35,17,21,6,39,26,12,11,17,18,home,loss,109.0,GOLDEN STATE WARRIORS,113.0
NEW YORK KNICKS,265,38,97,7,20,28,38,11,32,23,10,4,13,27,away,loss,111.0,PHOENIX SUNS,113.0
PHOENIX SUNS,265,38,93,9,30,28,33,16,45,13,9,7,17,28,home,win,113.0,NEW YORK KNICKS,111.0
OKLAHOMA CITY THUNDER,240,33,87,8,27,21,28,16,27,18,10,2,21,21,away,loss,95.0,PORTLAND TRAIL BLAZERS,114.0
PORTLAND TRAIL BLAZERS,240,43,80,8,23,20,27,8,29,23,11,9,14,26,home,win,114.0,OKLAHOMA CITY THUNDER,95.0
