team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
PHOENIX SUNS,240,35,96,7,31,14,24,14,34,25,12,6,15,31,away,loss,91.0,ATLANTA HAWKS,95.0
ATLANTA HAWKS,240,34,85,6,27,21,29,9,42,24,5,6,19,23,home,win,95.0,PHOENIX SUNS,91.0
PHILADELPHIA 76ERS,240,39,91,10,33,18,21,12,41,21,7,9,16,23,away,win,106.0,BROOKLYN NETS,101.0
BROOKLYN NETS,240,38,94,9,32,16,24,13,37,22,11,5,13,19,home,loss,101.0,PHILADELPHIA 76ERS,106.0
MILWAUKEE BUCKS,240,46,74,14,30,12,17,3,39,31,1,3,14,26,away,win,118.0,CHARLOTTE HORNETS,108.0
CHARLOTTE HORNETS,240,39,80,7,28,23,29,5,26,25,7,1,2,12,home,loss,108.0,MILWAUKEE BUCKS,118.0
MIAMI HEAT,240,36,79,5,21,20,28,11,33,18,5,4,12,18,away,win,97.0,DETROIT PISTONS,96.0
DETROIT PISTONS,240,36,85,8,27,16,21,16,35,20,7,5,12,23,home,loss,96.0,MIAMI HEAT,97.0
GOLDEN STATE WARRIORS,240,45,88,11,41,12,16,8,36,33,9,7,16,29,away,win,113.0,HOUSTON ROCKETS,106.0
HOUSTON ROCKETS,240,33,85,5,31,35,39,10,28,20,9,2,14,14,home,loss,106.0,GOLDEN STATE WARRIORS,113.0
MINNESOTA TIMBERWOLVES,240,37,78,9,20,32,37,11,24,22,10,9,14,22,away,win,115.0,INDIANA PACERS,114.0
INDIANA PACERS,240,40,81,5,18,29,35,11,26,25,8,5,14,22,home,loss,114.0,MINNESOTA TIMBERWOLVES,115.0
WASHINGTON WIZARDS,240,48,94,6,23,17,25,13,28,24,12,3,12,20,away,win,119.0,LOS ANGELES LAKERS,108.0
LOS ANGELES LAKERS,240,43,85,8,22,14,16,11,32,21,6,9,18,19,home,loss,108.0,WASHINGTON WIZARDS,119.0
DENVER NUGGETS,240,44,94,9,30,16,20,12,35,23,3,6,12,24,away,loss,113.0,PORTLAND TRAIL BLAZERS,122.0
PORTLAND TRAIL BLAZERS,240,45,91,8,27,24,33,15,32,15,8,5,9,18,home,win,122.0,DENVER NUGGETS,113.0
