team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
PORTLAND TRAIL BLAZERS,240,49,85,15,36,16,21,8,42,23,4,7,15,30,away,win,129.0,BROOKLYN NETS,109.0
BROOKLYN NETS,240,37,93,10,35,25,31,11,25,22,5,3,9,20,home,loss,109.0,PORTLAND TRAIL BLAZERS,129.0
UTAH JAZZ,240,33,85,7,27,18,23,14,35,15,3,6,10,22,away,loss,91.0,DENVER NUGGETS,105.0
DENVER NUGGETS,240,42,86,8,22,13,30,12,37,31,4,3,8,19,home,win,105.0,UTAH JAZZ,91.0
CHICAGO BULLS,240,45,87,8,22,20,28,16,40,27,6,3,16,16,away,win,118.0,LOS ANGELES LAKERS,110.0
LOS ANGELES LAKERS,240,41,93,13,31,15,21,10,27,26,11,3,10,19,home,loss,110.0,CHICAGO BULLS,118.0
ATLANTA HAWKS,240,34,85,6,21,20,29,14,34,17,7,6,13,15,away,loss,94.0,NEW YORK KNICKS,104.0
NEW YORK KNICKS,240,42,88,10,27,10,14,11,39,21,8,1,15,23,home,win,104.0,ATLANTA HAWKS,94.0
INDIANA PACERS,265,40,89,11,22,24,31,15,36,23,13,2,22,20,away,win,115.0,OKLAHOMA CITY THUNDER,111.0
OKLAHOMA CITY THUNDER,265,44,101,10,36,13,18,15,34,28,10,7,20,23,home,loss,111.0,INDIANA PACERS,115.0
TORONTO RAPTORS,240,34,85,9,24,22,24,16,32,16,7,6,15,21,away,loss,99.0,SACRAMENTO KINGS,102.0
SACRAMENTO KINGS,240,36,81,11,27,19,25,4,33,26,8,8,13,18,home,win,102.0,TORONTO RAPTORS,99.0
