team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
MIAMI HEAT,240,34,80,11,27,16,20,8,25,20,6,6,16,16,away,loss,95.0,ATLANTA HAWKS,103.0
ATLANTA HAWKS,240,43,88,4,19,13,15,14,33,27,9,9,14,20,home,win,103.0,MIAMI HEAT,95.0
DENVER NUGGETS,240,42,105,11,37,16,21,26,32,18,7,2,17,24,away,loss,111.0,BROOKLYN NETS,116.0
BROOKLYN NETS,240,41,85,9,26,25,31,10,32,18,11,5,15,19,home,win,116.0,DENVER NUGGETS,111.0
DETROIT PISTONS,240,34,89,4,27,5,8,7,50,21,3,8,12,18,away,loss,77.0,CHARLOTTE HORNETS,87.0
CHARLOTTE HORNETS,240,30,88,6,21,21,29,5,46,13,7,2,5,11,home,win,87.0,DETROIT PISTONS,77.0
SACRAMENTO KINGS,240,47,84,10,22,16,21,6,34,28,10,3,14,23,away,win,120.0,DALLAS MAVERICKS,89.0
DALLAS MAVERICKS,240,32,78,10,30,15,20,9,31,17,7,5,20,22,home,loss,89.0,SACRAMENTO KINGS,120.0
LOS ANGELES LAKERS,240,34,87,5,20,22,27,14,25,14,13,4,27,22,away,loss,95.0,HOUSTON ROCKETS,134.0
HOUSTON ROCKETS,240,51,94,15,36,17,21,15,37,35,20,2,20,22,home,win,134.0,LOS ANGELES LAKERS,95.0
GOLDEN STATE WARRIORS,240,42,89,7,31,24,29,12,34,32,11,5,10,24,away,win,115.0,LOS ANGELES CLIPPERS,98.0
LOS ANGELES CLIPPERS,240,36,92,8,26,18,24,17,30,15,3,2,13,24,home,loss,98.0,GOLDEN STATE WARRIORS,115.0
PORTLAND TRAIL BLAZERS,240,37,85,17,40,16,19,10,34,25,7,4,15,22,away,loss,107.0,MILWAUKEE BUCKS,115.0
MILWAUKEE BUCKS,240,40,77,10,24,25,37,5,36,19,8,7,10,13,home,win,115.0,PORTLAND TRAIL BLAZERS,107.0
CLEVELAND CAVALIERS,240,39,80,22,40,26,31,10,36,23,11,4,12,18,away,win,126.0,NEW YORK KNICKS,94.0
NEW YORK KNICKS,240,35,87,11,31,13,15,13,30,22,6,3,16,22,home,loss,94.0,CLEVELAND CAVALIERS,126.0
BOSTON CELTICS,240,43,84,7,26,24,29,11,38,29,7,4,10,19,away,win,117.0,ORLANDO MAGIC,87.0
ORLANDO MAGIC,240,30,81,11,26,16,24,8,29,20,7,1,12,26,home,loss,87.0,BOSTON CELTICS,117.0
INDIANA PACERS,240,35,78,7,23,32,41,12,37,16,11,3,18,16,away,win,109.0,PHOENIX SUNS,94.0
PHOENIX SUNS,240,34,85,9,33,17,18,9,31,17,14,4,19,31,home,loss,94.0,INDIANA PACERS,109.0
