team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
MIAMI HEAT,240,33,78,7,17,17,25,10,33,27,7,4,9,18,away,win,90.0,CHICAGO BULLS,83.0
CHICAGO BULLS,240,32,81,6,15,13,22,16,40,26,8,3,13,20,home,loss,83.0,MIAMI HEAT,90.0
NEW ORLEANS HORNETS,240,38,82,6,25,17,25,7,24,24,11,2,11,27,away,loss,99.0,DETROIT PISTONS,108.0
DETROIT PISTONS,240,42,77,6,14,18,26,11,29,22,4,5,17,25,home,win,108.0,NEW ORLEANS HORNETS,99.0
BOSTON CELTICS,240,38,82,10,21,14,22,8,35,27,12,2,14,24,away,win,100.0,GOLDEN STATE WARRIORS,91.0
GOLDEN STATE WARRIORS,240,36,82,3,16,16,30,14,39,21,8,4,18,24,home,loss,91.0,BOSTON CELTICS,100.0
SEATTLE SUPERSONICS,240,28,79,9,32,22,27,17,30,14,11,3,16,22,away,win,87.0,HOUSTON ROCKETS,86.0
HOUSTON ROCKETS,240,33,77,8,20,12,15,11,31,16,8,6,19,23,home,loss,86.0,SEATTLE SUPERSONICS,87.0
MEMPHIS GRIZZLIES,240,33,80,2,12,18,21,15,22,21,12,10,16,27,away,loss,86.0,INDIANA PACERS,94.0
INDIANA PACERS,240,34,72,1,6,25,31,12,29,24,7,6,19,25,home,win,94.0,MEMPHIS GRIZZLIES,86.0
PHOENIX SUNS,240,46,87,4,16,17,24,13,20,21,13,2,11,27,away,win,113.0,LOS ANGELES CLIPPERS,105.0
LOS ANGELES CLIPPERS,240,37,83,4,10,27,34,20,28,17,7,3,21,22,home,loss,105.0,PHOENIX SUNS,113.0
PORTLAND TRAIL BLAZERS,240,39,76,3,13,10,11,12,32,24,4,4,14,22,away,win,91.0,NEW JERSEY NETS,87.0
NEW JERSEY NETS,240,33,74,4,13,17,20,7,21,25,7,3,9,14,home,loss,87.0,PORTLAND TRAIL BLAZERS,91.0
NEW YORK KNICKS,240,44,80,15,26,11,14,6,38,32,9,8,15,29,away,win,114.0,ORLANDO MAGIC,86.0
ORLANDO MAGIC,240,29,86,2,13,26,35,17,29,18,4,1,15,13,home,loss,86.0,NEW YORK KNICKS,114.0
PHILADELPHIA 76ERS,240,33,70,6,17,25,33,17,17,20,5,5,14,22,away,loss,97.0,UTAH JAZZ,106.0
UTAH JAZZ,240,40,72,8,15,18,22,14,20,25,7,5,12,25,home,win,106.0,PHILADELPHIA 76ERS,97.0
