team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
CHICAGO BULLS,240,35,86,7,15,10,12,12,32,24,4,6,10,14,away,win,87.0,CLEVELAND CAVALIERS,80.0
CLEVELAND CAVALIERS,240,35,84,2,10,8,10,15,32,24,8,9,12,16,home,loss,80.0,CHICAGO BULLS,87.0
HOUSTON ROCKETS,240,37,75,6,13,14,19,12,34,22,3,8,19,23,away,loss,94.0,DENVER NUGGETS,95.0
DENVER NUGGETS,240,36,87,7,19,16,23,16,26,25,9,6,10,16,home,win,95.0,HOUSTON ROCKETS,94.0
NEW JERSEY NETS,240,31,80,4,13,16,26,17,36,27,6,4,9,19,away,win,82.0,DETROIT PISTONS,79.0
DETROIT PISTONS,240,31,82,5,18,12,18,11,33,20,4,10,10,22,home,loss,79.0,NEW JERSEY NETS,82.0
SACRAMENTO KINGS,240,34,81,6,20,17,20,16,26,23,6,1,19,24,away,loss,91.0,GOLDEN STATE WARRIORS,98.0
GOLDEN STATE WARRIORS,240,32,78,6,17,28,35,20,29,20,10,2,17,24,home,win,98.0,SACRAMENTO KINGS,91.0
PHILADELPHIA 76ERS,240,37,79,6,13,18,24,9,24,30,10,4,14,26,away,loss,98.0,LOS ANGELES CLIPPERS,101.0
LOS ANGELES CLIPPERS,240,37,76,5,12,22,32,11,30,22,7,9,17,20,home,win,101.0,PHILADELPHIA 76ERS,98.0
NEW YORK KNICKS,240,38,73,1,6,21,27,8,32,25,8,3,20,25,away,win,98.0,MEMPHIS GRIZZLIES,94.0
MEMPHIS GRIZZLIES,240,34,93,4,16,22,30,23,24,23,12,6,15,21,home,loss,94.0,NEW YORK KNICKS,98.0
INDIANA PACERS,240,38,76,4,11,16,18,6,28,20,7,3,11,24,away,loss,96.0,MILWAUKEE BUCKS,101.0
MILWAUKEE BUCKS,240,36,66,7,14,22,27,2,26,24,3,5,13,17,home,win,101.0,INDIANA PACERS,96.0
ATLANTA HAWKS,240,32,71,3,12,12,16,11,25,16,5,3,23,21,away,loss,79.0,NEW ORLEANS HORNETS,109.0
NEW ORLEANS HORNETS,240,44,87,8,20,13,18,15,24,36,17,7,12,15,home,win,109.0,ATLANTA HAWKS,79.0
BOSTON CELTICS,240,35,68,10,20,24,30,2,31,22,8,2,19,24,away,win,104.0,PHOENIX SUNS,102.0
PHOENIX SUNS,240,36,86,7,21,23,28,14,28,18,11,6,16,27,home,loss,102.0,BOSTON CELTICS,104.0
MINNESOTA TIMBERWOLVES,240,40,87,5,13,7,11,12,21,28,8,4,10,21,away,loss,92.0,PORTLAND TRAIL BLAZERS,101.0
PORTLAND TRAIL BLAZERS,240,37,77,3,9,24,32,17,28,20,6,3,11,15,home,win,101.0,MINNESOTA TIMBERWOLVES,92.0
ORLANDO MAGIC,240,34,79,3,20,12,14,7,31,16,5,4,12,19,away,loss,83.0,SAN ANTONIO SPURS,98.0
SAN ANTONIO SPURS,240,40,83,5,15,13,25,13,34,29,11,7,11,20,home,win,98.0,ORLANDO MAGIC,83.0
TORONTO RAPTORS,265,35,78,9,22,15,22,3,30,23,8,6,17,30,away,loss,94.0,UTAH JAZZ,97.0
UTAH JAZZ,265,36,82,8,15,17,29,15,33,21,7,7,20,24,home,win,97.0,TORONTO RAPTORS,94.0
MIAMI HEAT,240,37,75,7,15,11,17,7,26,18,6,3,15,20,away,win,92.0,WASHINGTON WIZARDS,84.0
WASHINGTON WIZARDS,240,30,75,4,16,20,25,15,27,21,10,4,15,20,home,loss,84.0,MIAMI HEAT,92.0
