team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
INDIANA PACERS,240,23,71,3,17,12,20,12,29,12,6,3,19,21,away,loss,61.0,DETROIT PISTONS,79.0
DETROIT PISTONS,240,27,70,4,11,21,30,6,34,18,7,9,11,21,home,win,79.0,INDIANA PACERS,61.0
SACRAMENTO KINGS,240,36,72,7,12,20,25,2,31,26,15,4,13,17,away,win,99.0,HOUSTON ROCKETS,94.0
HOUSTON ROCKETS,240,38,80,7,17,11,15,7,32,27,9,1,20,19,home,loss,94.0,SACRAMENTO KINGS,99.0
UTAH JAZZ,240,37,76,2,4,21,32,13,27,27,8,5,12,29,away,win,97.0,LOS ANGELES CLIPPERS,92.0
LOS ANGELES CLIPPERS,240,29,64,1,11,33,39,4,21,18,6,4,13,24,home,loss,92.0,UTAH JAZZ,97.0
SAN ANTONIO SPURS,240,35,81,7,15,18,26,5,32,24,9,8,10,25,away,win,95.0,LOS ANGELES LAKERS,89.0
LOS ANGELES LAKERS,240,32,75,2,12,23,28,7,36,17,3,8,16,23,home,loss,89.0,SAN ANTONIO SPURS,95.0
MEMPHIS GRIZZLIES,240,29,75,7,14,17,27,12,28,20,5,4,11,22,away,loss,82.0,MINNESOTA TIMBERWOLVES,90.0
MINNESOTA TIMBERWOLVES,240,32,81,7,13,19,24,19,35,17,6,6,11,19,home,win,90.0,MEMPHIS GRIZZLIES,82.0
ATLANTA HAWKS,240,28,71,6,19,27,32,7,24,20,7,4,15,20,away,loss,89.0,NEW JERSEY NETS,106.0
NEW JERSEY NETS,240,44,82,9,19,9,14,10,34,36,5,5,12,21,home,win,106.0,ATLANTA HAWKS,89.0
NEW ORLEANS HORNETS,240,28,78,6,25,26,31,11,31,19,10,3,13,22,away,loss,88.0,SEATTLE SUPERSONICS,96.0
SEATTLE SUPERSONICS,240,35,76,8,22,18,27,11,32,22,8,4,15,27,home,win,96.0,NEW ORLEANS HORNETS,88.0
MILWAUKEE BUCKS,240,35,77,2,6,18,21,11,33,10,8,1,11,14,away,win,90.0,TORONTO RAPTORS,83.0
TORONTO RAPTORS,240,33,80,5,19,12,15,11,31,16,4,3,11,17,home,loss,83.0,MILWAUKEE BUCKS,90.0
BOSTON CELTICS,240,41,77,8,21,12,17,4,21,25,18,1,18,25,away,loss,102.0,WASHINGTON WIZARDS,112.0
WASHINGTON WIZARDS,240,40,72,10,20,22,31,12,27,25,11,6,21,17,home,win,112.0,BOSTON CELTICS,102.0
