team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
DETROIT PISTONS,240,27,68,3,14,26,30,11,33,19,6,8,11,25,away,win,83.0,CHARLOTTE HORNETS,81.0
CHARLOTTE HORNETS,240,31,79,2,4,17,28,15,29,16,7,2,7,24,home,loss,81.0,DETROIT PISTONS,83.0
MILWAUKEE BUCKS,240,38,78,9,22,16,21,5,29,22,7,3,7,21,away,win,101.0,CLEVELAND CAVALIERS,91.0
CLEVELAND CAVALIERS,240,31,78,4,15,25,34,15,32,18,2,2,13,18,home,loss,91.0,MILWAUKEE BUCKS,101.0
DALLAS MAVERICKS,265,42,92,8,23,24,37,13,33,23,7,6,6,28,away,win,116.0,DENVER NUGGETS,110.0
DENVER NUGGETS,265,38,91,5,19,29,36,14,36,30,4,5,12,26,home,loss,110.0,DALLAS MAVERICKS,116.0
HOUSTON ROCKETS,240,25,75,7,20,22,26,11,28,14,6,0,15,20,away,loss,79.0,LOS ANGELES LAKERS,95.0
LOS ANGELES LAKERS,240,40,91,4,16,11,20,23,35,21,9,4,14,21,home,win,95.0,HOUSTON ROCKETS,79.0
SEATTLE SUPERSONICS,240,41,79,2,11,12,19,10,38,28,10,8,8,21,away,win,96.0,MEMPHIS GRIZZLIES,71.0
MEMPHIS GRIZZLIES,240,27,81,2,11,15,20,14,29,20,4,1,14,15,home,loss,71.0,SEATTLE SUPERSONICS,96.0
CHICAGO BULLS,240,37,80,3,10,7,13,12,24,17,11,3,16,20,away,loss,84.0,NEW JERSEY NETS,92.0
NEW JERSEY NETS,240,36,75,6,17,14,18,11,30,23,11,6,17,16,home,win,92.0,CHICAGO BULLS,84.0
SAN ANTONIO SPURS,240,40,81,3,6,16,21,12,34,19,7,4,7,14,away,win,99.0,NEW YORK KNICKS,83.0
NEW YORK KNICKS,240,35,77,4,10,9,11,7,29,23,5,4,12,19,home,loss,83.0,SAN ANTONIO SPURS,99.0
INDIANA PACERS,240,35,81,5,13,22,27,10,47,22,6,2,22,29,away,win,97.0,SACRAMENTO KINGS,86.0
SACRAMENTO KINGS,240,30,86,7,23,19,33,13,32,16,9,4,16,22,home,loss,86.0,INDIANA PACERS,97.0
PHILADELPHIA 76ERS,240,36,70,0,8,24,28,10,28,19,13,3,14,27,away,win,96.0,TORONTO RAPTORS,84.0
TORONTO RAPTORS,240,27,65,3,10,27,33,8,23,19,8,2,17,25,home,loss,84.0,PHILADELPHIA 76ERS,96.0
ORLANDO MAGIC,265,38,87,6,21,20,28,13,28,24,9,4,13,23,away,loss,102.0,WASHINGTON WIZARDS,107.0
WASHINGTON WIZARDS,265,44,88,3,7,16,20,13,33,28,5,4,13,25,home,win,107.0,ORLANDO MAGIC,102.0
