team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
MEMPHIS GRIZZLIES,240,36,69,5,15,21,25,10,32,27,7,5,22,13,away,win,98.0,HOUSTON ROCKETS,95.0
HOUSTON ROCKETS,240,39,95,5,13,12,15,17,23,22,15,1,10,20,home,loss,95.0,MEMPHIS GRIZZLIES,98.0
NEW YORK KNICKS,240,36,84,7,19,15,18,8,32,24,15,4,9,18,away,win,94.0,MIAMI HEAT,67.0
MIAMI HEAT,240,28,71,2,12,9,16,12,35,14,3,6,24,18,home,loss,67.0,NEW YORK KNICKS,94.0
CHARLOTTE HORNETS,240,32,79,8,16,19,23,17,27,20,6,6,17,23,away,loss,91.0,MILWAUKEE BUCKS,98.0
MILWAUKEE BUCKS,240,34,74,13,21,17,24,11,26,19,12,1,15,23,home,win,98.0,CHARLOTTE HORNETS,91.0
PHILADELPHIA 76ERS,240,37,77,2,7,19,19,13,36,21,8,2,13,15,away,win,95.0,ORLANDO MAGIC,89.0
ORLANDO MAGIC,240,34,80,9,18,12,17,10,21,20,7,4,9,17,home,loss,89.0,PHILADELPHIA 76ERS,95.0
LOS ANGELES LAKERS,290,39,87,11,23,31,40,8,37,27,7,2,19,32,away,loss,120.0,PORTLAND TRAIL BLAZERS,128.0
PORTLAND TRAIL BLAZERS,290,47,98,10,28,24,33,13,35,31,14,5,12,28,home,win,128.0,LOS ANGELES LAKERS,120.0
DALLAS MAVERICKS,240,45,94,8,22,15,16,18,32,24,4,5,8,32,away,win,113.0,SACRAMENTO KINGS,100.0
SACRAMENTO KINGS,240,35,80,4,17,26,40,14,27,24,4,3,12,17,home,loss,100.0,DALLAS MAVERICKS,113.0
NEW JERSEY NETS,240,32,78,2,10,16,26,10,25,13,7,1,11,15,away,loss,82.0,TORONTO RAPTORS,101.0
TORONTO RAPTORS,240,46,81,5,9,4,6,9,37,30,6,7,14,20,home,win,101.0,NEW JERSEY NETS,82.0
INDIANA PACERS,240,35,69,3,6,13,19,8,30,27,8,5,17,20,away,win,86.0,WASHINGTON WIZARDS,80.0
WASHINGTON WIZARDS,240,32,79,2,6,14,20,15,26,14,11,4,13,21,home,loss,80.0,INDIANA PACERS,86.0
