team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
CLEVELAND CAVALIERS,240,32,79,3,10,13,15,7,32,22,7,3,17,29,away,loss,80.0,CHICAGO BULLS,103.0
CHICAGO BULLS,240,38,81,3,6,24,34,11,35,31,9,5,12,19,home,win,103.0,CLEVELAND CAVALIERS,80.0
ATLANTA HAWKS,240,36,88,5,14,20,29,13,32,16,9,6,14,23,away,loss,97.0,DALLAS MAVERICKS,113.0
DALLAS MAVERICKS,240,42,87,10,23,19,26,12,40,27,7,8,16,23,home,win,113.0,ATLANTA HAWKS,97.0
BOSTON CELTICS,265,35,93,9,21,26,38,12,36,21,10,6,7,31,away,win,105.0,LOS ANGELES CLIPPERS,103.0
LOS ANGELES CLIPPERS,265,34,91,5,18,30,43,18,48,22,2,9,16,26,home,loss,103.0,BOSTON CELTICS,105.0
SAN ANTONIO SPURS,265,38,88,4,17,19,29,11,34,20,6,7,15,17,away,loss,99.0,MILWAUKEE BUCKS,102.0
MILWAUKEE BUCKS,265,40,87,7,16,15,20,7,41,30,12,6,16,23,home,win,102.0,SAN ANTONIO SPURS,99.0
INDIANA PACERS,265,38,87,4,7,13,16,12,31,20,14,12,23,21,away,loss,93.0,NEW JERSEY NETS,98.0
NEW JERSEY NETS,265,41,102,5,15,11,15,22,33,24,11,7,24,19,home,win,98.0,INDIANA PACERS,93.0
DENVER NUGGETS,240,36,80,5,18,15,22,9,27,21,9,10,16,21,away,loss,92.0,PHOENIX SUNS,109.0
PHOENIX SUNS,240,43,91,5,15,18,23,16,33,36,12,4,13,21,home,win,109.0,DENVER NUGGETS,92.0
TORONTO RAPTORS,240,32,84,4,21,7,14,13,30,19,5,6,11,12,away,loss,75.0,SEATTLE SUPERSONICS,101.0
SEATTLE SUPERSONICS,240,44,86,3,13,10,16,10,39,30,6,7,7,19,home,win,101.0,TORONTO RAPTORS,75.0
PHILADELPHIA 76ERS,240,29,76,3,7,20,32,13,33,17,6,11,18,27,away,loss,81.0,UTAH JAZZ,89.0
UTAH JAZZ,240,33,91,1,11,22,27,18,31,23,8,12,11,26,home,win,89.0,PHILADELPHIA 76ERS,81.0
CHARLOTTE HORNETS,240,32,83,2,9,24,31,12,25,21,4,3,9,19,away,loss,90.0,WASHINGTON WIZARDS,107.0
WASHINGTON WIZARDS,240,42,82,6,12,17,19,12,34,23,6,4,9,24,home,win,107.0,CHARLOTTE HORNETS,90.0
