team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
CHARLOTTE HORNETS,240,33,78,5,19,18,32,10,34,23,3,9,12,26,away,win,89.0,CHICAGO BULLS,85.0
CHICAGO BULLS,240,27,83,1,4,30,40,12,33,20,10,3,7,21,home,loss,85.0,CHARLOTTE HORNETS,89.0
PHILADELPHIA 76ERS,240,41,89,3,10,13,17,17,37,24,10,3,13,17,away,win,98.0,DALLAS MAVERICKS,91.0
DALLAS MAVERICKS,240,30,79,7,21,24,26,9,29,21,9,5,13,15,home,loss,91.0,PHILADELPHIA 76ERS,98.0
PORTLAND TRAIL BLAZERS,240,39,75,4,15,14,21,10,30,24,9,1,15,23,away,loss,96.0,INDIANA PACERS,105.0
INDIANA PACERS,240,38,83,9,20,20,25,15,24,23,7,4,13,16,home,win,105.0,PORTLAND TRAIL BLAZERS,96.0
PHOENIX SUNS,240,39,83,6,16,18,22,12,25,27,10,3,17,27,away,loss,102.0,LOS ANGELES CLIPPERS,111.0
LOS ANGELES CLIPPERS,240,42,72,6,11,21,31,6,29,28,10,5,19,21,home,win,111.0,PHOENIX SUNS,102.0
SACRAMENTO KINGS,240,31,76,5,11,23,26,11,32,16,8,4,16,14,away,win,90.0,MIAMI HEAT,75.0
MIAMI HEAT,240,34,78,0,4,7,13,9,29,16,7,7,14,26,home,loss,75.0,SACRAMENTO KINGS,90.0
MINNESOTA TIMBERWOLVES,240,39,82,3,10,17,22,15,36,18,6,3,13,17,away,win,98.0,MILWAUKEE BUCKS,82.0
MILWAUKEE BUCKS,240,35,79,7,21,5,17,10,26,17,9,4,11,21,home,loss,82.0,MINNESOTA TIMBERWOLVES,98.0
CLEVELAND CAVALIERS,240,33,79,3,12,15,19,9,35,20,6,5,13,17,away,loss,84.0,NEW JERSEY NETS,87.0
NEW JERSEY NETS,240,34,87,4,12,15,17,12,36,21,7,10,12,14,home,win,87.0,CLEVELAND CAVALIERS,84.0
GOLDEN STATE WARRIORS,240,32,75,6,11,20,26,12,41,21,5,5,16,20,away,win,90.0,NEW YORK KNICKS,71.0
NEW YORK KNICKS,240,25,81,3,9,18,23,10,27,15,8,5,8,24,home,loss,71.0,GOLDEN STATE WARRIORS,90.0
ATLANTA HAWKS,240,32,76,4,13,20,22,9,24,14,7,1,18,25,away,loss,88.0,SAN ANTONIO SPURS,110.0
SAN ANTONIO SPURS,240,38,75,11,22,23,28,9,26,26,10,7,16,22,home,win,110.0,ATLANTA HAWKS,88.0
TORONTO RAPTORS,240,40,84,15,26,22,29,12,23,28,14,8,15,25,away,win,117.0,UTAH JAZZ,96.0
UTAH JAZZ,240,33,69,2,6,28,33,11,32,23,7,5,25,29,home,loss,96.0,TORONTO RAPTORS,117.0
