team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
WASHINGTON WIZARDS,240,35,78,9,20,14,17,4,18,26,10,1,9,23,away,loss,93.0,CHARLOTTE HORNETS,99.0
CHARLOTTE HORNETS,240,40,67,3,7,16,24,8,36,29,5,2,17,20,home,win,99.0,WASHINGTON WIZARDS,93.0
NEW JERSEY NETS,240,39,89,3,10,10,16,17,32,23,4,7,16,15,away,win,91.0,CLEVELAND CAVALIERS,89.0
CLEVELAND CAVALIERS,240,36,96,5,17,12,18,21,33,23,11,16,9,18,home,loss,89.0,NEW JERSEY NETS,91.0
MINNESOTA TIMBERWOLVES,240,38,86,8,17,10,12,9,32,29,7,6,7,17,away,win,94.0,DENVER NUGGETS,91.0
DENVER NUGGETS,240,33,81,8,22,17,20,10,33,24,4,6,9,14,home,loss,91.0,MINNESOTA TIMBERWOLVES,94.0
LOS ANGELES LAKERS,240,37,90,5,24,11,14,10,26,18,6,8,15,30,away,loss,90.0,GOLDEN STATE WARRIORS,101.0
GOLDEN STATE WARRIORS,240,36,82,2,6,27,36,16,41,19,8,8,21,23,home,win,101.0,LOS ANGELES LAKERS,90.0
PHOENIX SUNS,240,37,80,2,8,21,26,14,28,21,7,4,15,20,away,win,97.0,HOUSTON ROCKETS,91.0
HOUSTON ROCKETS,240,36,87,6,22,13,20,18,26,14,9,5,13,23,home,loss,91.0,PHOENIX SUNS,97.0
PHILADELPHIA 76ERS,240,40,80,1,8,19,27,15,27,19,9,1,14,18,away,win,100.0,LOS ANGELES CLIPPERS,86.0
LOS ANGELES CLIPPERS,240,36,76,4,13,10,17,13,25,20,6,9,19,21,home,loss,86.0,PHILADELPHIA 76ERS,100.0
CHICAGO BULLS,240,36,87,3,7,10,21,13,28,20,9,6,12,27,away,loss,85.0,MEMPHIS GRIZZLIES,107.0
MEMPHIS GRIZZLIES,240,39,84,6,14,23,30,15,38,29,5,8,12,14,home,win,107.0,CHICAGO BULLS,85.0
ATLANTA HAWKS,240,36,85,4,16,21,25,14,30,26,3,2,13,19,away,loss,97.0,MILWAUKEE BUCKS,107.0
MILWAUKEE BUCKS,240,41,82,8,20,17,24,9,35,25,10,5,10,20,home,win,107.0,ATLANTA HAWKS,97.0
INDIANA PACERS,240,36,87,1,10,16,21,17,34,23,8,6,16,20,away,win,89.0,ORLANDO MAGIC,82.0
ORLANDO MAGIC,240,30,77,5,20,17,20,7,28,18,5,5,16,22,home,loss,82.0,INDIANA PACERS,89.0
PORTLAND TRAIL BLAZERS,240,32,81,1,13,9,14,11,36,19,8,3,17,17,away,loss,74.0,SACRAMENTO KINGS,89.0
SACRAMENTO KINGS,240,35,84,7,15,12,19,14,34,24,8,4,13,14,home,win,89.0,PORTLAND TRAIL BLAZERS,74.0
DALLAS MAVERICKS,265,47,84,7,15,25,29,10,31,24,7,3,20,31,away,win,126.0,SAN ANTONIO SPURS,123.0
SAN ANTONIO SPURS,265,39,85,7,18,38,41,11,26,16,15,8,16,27,home,loss,123.0,DALLAS MAVERICKS,126.0
BOSTON CELTICS,240,32,81,13,30,9,11,8,24,19,14,4,14,21,away,loss,86.0,UTAH JAZZ,99.0
UTAH JAZZ,240,37,73,5,13,20,27,11,37,28,10,11,17,18,home,win,99.0,BOSTON CELTICS,86.0
