team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
MIAMI HEAT,240,32,72,4,15,12,16,4,26,24,12,2,18,32,away,loss,80.0,DETROIT PISTONS,86.0
DETROIT PISTONS,240,30,65,4,16,22,29,9,32,18,6,6,20,21,home,win,86.0,MIAMI HEAT,80.0
HOUSTON ROCKETS,240,29,70,6,15,26,35,10,28,19,2,9,11,13,away,loss,90.0,LOS ANGELES LAKERS,114.0
LOS ANGELES LAKERS,240,46,91,12,22,10,13,10,26,31,3,6,3,23,home,win,114.0,HOUSTON ROCKETS,90.0
SAN ANTONIO SPURS,240,35,80,3,10,10,24,18,30,22,9,9,14,20,away,win,83.0,MEMPHIS GRIZZLIES,79.0
MEMPHIS GRIZZLIES,240,31,84,7,14,10,16,16,32,18,10,6,16,17,home,loss,79.0,SAN ANTONIO SPURS,83.0
ORLANDO MAGIC,240,29,77,6,24,30,37,15,32,15,11,3,10,19,away,win,94.0,NEW YORK KNICKS,90.0
NEW YORK KNICKS,240,35,80,5,17,15,17,10,33,20,7,2,14,27,home,loss,90.0,ORLANDO MAGIC,94.0
MINNESOTA TIMBERWOLVES,240,37,73,9,17,12,17,9,31,24,4,4,12,12,away,win,95.0,PORTLAND TRAIL BLAZERS,93.0
PORTLAND TRAIL BLAZERS,240,40,83,9,15,4,7,8,22,32,5,2,6,14,home,loss,93.0,MINNESOTA TIMBERWOLVES,95.0
BOSTON CELTICS,240,34,87,8,24,18,25,13,33,21,4,2,11,23,away,loss,94.0,SACRAMENTO KINGS,109.0
SACRAMENTO KINGS,240,38,81,9,20,24,32,11,41,27,8,4,11,20,home,win,109.0,BOSTON CELTICS,94.0
