team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
DETROIT PISTONS,240,30,81,3,14,14,19,10,27,16,12,7,12,21,away,loss,77.0,LOS ANGELES CLIPPERS,82.0
LOS ANGELES CLIPPERS,240,31,77,4,9,16,22,12,39,18,6,7,20,18,home,win,82.0,DETROIT PISTONS,77.0
GOLDEN STATE WARRIORS,240,33,77,1,9,18,31,12,29,15,6,0,19,25,away,loss,85.0,LOS ANGELES LAKERS,101.0
LOS ANGELES LAKERS,240,38,80,3,16,22,32,9,33,25,8,5,10,25,home,win,101.0,GOLDEN STATE WARRIORS,85.0
NEW JERSEY NETS,240,38,73,14,24,24,29,6,31,30,10,4,18,27,away,win,114.0,NEW YORK KNICKS,96.0
NEW YORK KNICKS,240,34,75,5,12,23,35,8,25,23,10,5,14,21,home,loss,96.0,NEW JERSEY NETS,114.0
MEMPHIS GRIZZLIES,240,34,95,3,15,16,23,14,29,16,10,3,16,19,away,loss,87.0,SACRAMENTO KINGS,104.0
SACRAMENTO KINGS,240,41,92,3,10,19,23,19,42,22,8,8,18,20,home,win,104.0,MEMPHIS GRIZZLIES,87.0
ORLANDO MAGIC,240,37,83,6,22,11,18,14,25,23,4,3,17,18,away,loss,91.0,SEATTLE SUPERSONICS,114.0
SEATTLE SUPERSONICS,240,47,94,8,18,12,16,18,32,28,9,1,8,18,home,win,114.0,ORLANDO MAGIC,91.0
WASHINGTON WIZARDS,240,32,80,5,8,24,31,15,30,18,10,3,13,18,away,win,93.0,TORONTO RAPTORS,88.0
TORONTO RAPTORS,240,33,82,8,18,14,15,11,31,16,8,9,15,25,home,loss,88.0,WASHINGTON WIZARDS,93.0
