team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
BOSTON CELTICS,240,42,91,5,19,12,17,15,29,19,5,2,9,22,away,loss,101.0,DETROIT PISTONS,109.0
DETROIT PISTONS,240,40,86,8,22,21,26,16,34,23,7,6,12,15,home,win,109.0,BOSTON CELTICS,101.0
HOUSTON ROCKETS,240,44,83,9,18,19,25,14,29,24,2,8,17,20,away,win,116.0,GOLDEN STATE WARRIORS,104.0
GOLDEN STATE WARRIORS,240,39,92,5,18,21,24,14,20,18,8,7,11,22,home,loss,104.0,HOUSTON ROCKETS,116.0
CHARLOTTE HORNETS,240,35,71,5,14,24,33,13,35,16,3,7,17,23,away,win,99.0,INDIANA PACERS,84.0
INDIANA PACERS,240,30,89,3,14,21,24,22,24,17,11,2,10,31,home,loss,84.0,CHARLOTTE HORNETS,99.0
ORLANDO MAGIC,240,29,79,4,14,23,30,8,31,18,7,4,15,18,away,loss,85.0,MILWAUKEE BUCKS,110.0
MILWAUKEE BUCKS,240,44,84,8,16,14,23,9,42,32,9,3,14,23,home,win,110.0,ORLANDO MAGIC,85.0
ATLANTA HAWKS,240,38,82,8,19,18,22,15,23,26,8,5,16,17,away,loss,102.0,NEW JERSEY NETS,116.0
NEW JERSEY NETS,240,49,85,6,18,12,15,10,29,34,11,9,13,20,home,win,116.0,ATLANTA HAWKS,102.0
NEW YORK KNICKS,240,32,81,6,18,12,14,16,27,21,3,4,10,28,away,loss,82.0,PHILADELPHIA 76ERS,90.0
PHILADELPHIA 76ERS,240,30,70,3,9,27,33,12,30,21,6,5,11,16,home,win,90.0,NEW YORK KNICKS,82.0
LOS ANGELES LAKERS,240,41,81,5,16,10,15,7,29,26,10,2,18,22,away,win,97.0,SACRAMENTO KINGS,96.0
SACRAMENTO KINGS,240,35,87,8,19,18,24,16,32,18,13,4,20,19,home,loss,96.0,LOS ANGELES LAKERS,97.0
WASHINGTON WIZARDS,240,36,81,3,10,16,17,12,27,17,13,5,18,21,away,loss,91.0,TORONTO RAPTORS,92.0
TORONTO RAPTORS,240,32,77,6,11,22,28,16,26,21,7,4,20,16,home,win,92.0,WASHINGTON WIZARDS,91.0
