team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
INDIANA PACERS,240,34,82,12,30,14,23,10,37,21,6,1,15,22,away,loss,94.0,BOSTON CELTICS,98.0
BOSTON CELTICS,240,35,80,10,24,18,28,11,41,23,8,2,13,21,home,win,98.0,INDIANA PACERS,94.0
SEATTLE SUPERSONICS,240,42,88,5,18,12,16,11,24,16,9,7,7,18,away,loss,101.0,CHARLOTTE HORNETS,111.0
CHARLOTTE HORNETS,240,40,81,9,18,22,29,14,33,27,4,4,14,21,home,win,111.0,SEATTLE SUPERSONICS,101.0
MINNESOTA TIMBERWOLVES,240,30,77,3,17,20,28,13,30,14,10,2,24,22,away,loss,83.0,DETROIT PISTONS,104.0
DETROIT PISTONS,240,43,83,8,17,10,19,9,30,29,11,4,15,26,home,win,104.0,MINNESOTA TIMBERWOLVES,83.0
MEMPHIS GRIZZLIES,240,37,73,3,10,18,26,6,23,25,9,3,12,21,away,loss,95.0,GOLDEN STATE WARRIORS,107.0
GOLDEN STATE WARRIORS,240,43,91,3,14,18,22,22,29,25,7,6,15,26,home,win,107.0,MEMPHIS GRIZZLIES,95.0
LOS ANGELES LAKERS,240,32,80,7,15,19,31,12,34,21,3,6,9,18,away,loss,90.0,LOS ANGELES CLIPPERS,95.0
LOS ANGELES CLIPPERS,240,36,82,6,16,17,22,12,34,20,6,7,11,22,home,win,95.0,LOS ANGELES LAKERS,90.0
NEW YORK KNICKS,240,37,75,6,15,16,22,9,27,16,4,4,10,22,away,win,96.0,TORONTO RAPTORS,92.0
TORONTO RAPTORS,240,31,81,5,17,25,33,18,26,20,5,3,11,24,home,loss,92.0,NEW YORK KNICKS,96.0
SAN ANTONIO SPURS,240,30,57,10,18,28,29,0,32,17,8,7,16,21,away,win,98.0,UTAH JAZZ,92.0
UTAH JAZZ,240,36,79,4,16,16,19,10,25,24,10,1,12,27,home,loss,92.0,SAN ANTONIO SPURS,98.0
