team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
UTAH JAZZ,240,29,75,3,12,18,22,10,18,18,15,4,22,20,away,loss,79.0,ATLANTA HAWKS,111.0
ATLANTA HAWKS,240,43,75,7,13,18,20,11,34,26,11,3,23,18,home,win,111.0,UTAH JAZZ,79.0
INDIANA PACERS,240,35,89,6,13,17,25,19,37,16,7,3,14,19,away,loss,93.0,BOSTON CELTICS,101.0
BOSTON CELTICS,240,38,88,8,22,17,25,13,36,27,8,4,11,18,home,win,101.0,INDIANA PACERS,93.0
DALLAS MAVERICKS,240,46,83,5,13,10,14,10,26,27,5,5,9,17,away,win,107.0,CLEVELAND CAVALIERS,94.0
CLEVELAND CAVALIERS,240,34,77,4,10,22,25,12,22,27,5,3,14,17,home,loss,94.0,DALLAS MAVERICKS,107.0
TORONTO RAPTORS,240,32,84,4,16,21,28,11,27,18,12,8,9,24,away,win,89.0,GOLDEN STATE WARRIORS,82.0
GOLDEN STATE WARRIORS,240,30,81,0,9,22,33,20,39,17,6,10,17,20,home,loss,82.0,TORONTO RAPTORS,89.0
CHICAGO BULLS,240,42,89,2,6,16,18,13,32,23,8,3,16,17,away,loss,102.0,LOS ANGELES CLIPPERS,106.0
LOS ANGELES CLIPPERS,240,39,81,8,12,20,22,8,23,23,8,5,19,17,home,win,106.0,CHICAGO BULLS,102.0
CHARLOTTE HORNETS,240,30,72,2,8,24,30,12,30,14,10,3,19,29,away,loss,86.0,PHILADELPHIA 76ERS,100.0
PHILADELPHIA 76ERS,240,33,76,3,13,31,37,12,27,16,14,5,13,21,home,win,100.0,CHARLOTTE HORNETS,86.0
ORLANDO MAGIC,240,35,78,4,14,19,22,11,32,23,6,4,17,19,away,win,93.0,PHOENIX SUNS,92.0
PHOENIX SUNS,240,36,82,6,18,14,21,12,28,19,10,2,16,18,home,loss,92.0,ORLANDO MAGIC,93.0
MILWAUKEE BUCKS,240,35,71,10,21,27,33,5,25,25,9,4,11,24,away,win,107.0,WASHINGTON WIZARDS,98.0
WASHINGTON WIZARDS,240,38,77,1,5,21,24,10,26,21,5,2,14,27,home,loss,98.0,MILWAUKEE BUCKS,107.0
