team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
NEW YORK KNICKS,240,36,85,4,13,13,19,14,27,20,8,0,17,26,away,loss,89.0,DALLAS MAVERICKS,111.0
DALLAS MAVERICKS,240,43,81,4,20,21,25,9,36,26,10,8,13,22,home,win,111.0,NEW YORK KNICKS,89.0
CLEVELAND CAVALIERS,240,35,84,4,8,17,21,18,30,24,9,6,11,15,away,loss,91.0,DENVER NUGGETS,96.0
DENVER NUGGETS,240,40,81,7,18,9,13,11,29,30,7,9,11,18,home,win,96.0,CLEVELAND CAVALIERS,91.0
PORTLAND TRAIL BLAZERS,240,28,71,6,16,30,37,16,21,13,13,3,10,22,away,win,92.0,MIAMI HEAT,85.0
MIAMI HEAT,240,32,70,2,15,19,21,15,28,14,5,5,18,27,home,loss,85.0,PORTLAND TRAIL BLAZERS,92.0
LOS ANGELES CLIPPERS,240,36,83,6,14,11,18,8,27,17,4,6,14,18,away,loss,89.0,NEW JERSEY NETS,108.0
NEW JERSEY NETS,240,44,88,5,13,15,19,12,40,25,7,7,13,20,home,win,108.0,LOS ANGELES CLIPPERS,89.0
MEMPHIS GRIZZLIES,240,38,77,2,10,24,30,9,34,18,5,7,12,19,away,win,102.0,PHOENIX SUNS,96.0
PHOENIX SUNS,240,39,95,4,16,14,19,20,24,22,5,2,10,25,home,loss,96.0,MEMPHIS GRIZZLIES,102.0
HOUSTON ROCKETS,240,27,69,13,28,12,17,7,27,12,8,7,18,24,away,loss,79.0,UTAH JAZZ,83.0
UTAH JAZZ,240,33,75,3,15,14,18,13,33,21,9,5,17,17,home,win,83.0,HOUSTON ROCKETS,79.0
