team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
SAN ANTONIO SPURS,240,35,76,1,7,20,29,10,29,28,9,3,10,14,away,win,91.0,LOS ANGELES CLIPPERS,85.0
LOS ANGELES CLIPPERS,240,35,85,5,15,10,15,17,28,16,8,3,16,27,home,loss,85.0,SAN ANTONIO SPURS,91.0
BOSTON CELTICS,240,29,77,8,25,21,29,10,27,19,10,3,10,27,away,win,87.0,MIAMI HEAT,82.0
MIAMI HEAT,240,26,68,6,17,24,32,9,36,17,3,6,21,31,home,loss,82.0,BOSTON CELTICS,87.0
DENVER NUGGETS,240,31,79,6,13,16,23,16,34,17,6,1,18,25,away,win,84.0,NEW YORK KNICKS,83.0
NEW YORK KNICKS,240,28,84,4,22,23,29,16,28,16,11,2,10,20,home,loss,83.0,DENVER NUGGETS,84.0
CLEVELAND CAVALIERS,240,39,82,3,15,15,18,9,27,29,9,4,10,23,away,loss,96.0,PHOENIX SUNS,102.0
PHOENIX SUNS,240,39,82,5,14,19,22,13,31,29,5,5,10,17,home,win,102.0,CLEVELAND CAVALIERS,96.0
MEMPHIS GRIZZLIES,240,42,84,4,13,15,24,15,23,23,4,8,16,19,away,win,103.0,PORTLAND TRAIL BLAZERS,100.0
PORTLAND TRAIL BLAZERS,240,39,87,7,15,15,20,19,25,21,11,1,16,28,home,loss,100.0,MEMPHIS GRIZZLIES,103.0
UTAH JAZZ,240,31,77,4,13,26,34,20,24,16,11,3,18,26,away,loss,92.0,SEATTLE SUPERSONICS,106.0
SEATTLE SUPERSONICS,240,41,78,2,8,22,28,13,21,20,12,4,17,26,home,win,106.0,UTAH JAZZ,92.0
