team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
WASHINGTON WIZARDS,240,33,74,3,7,22,30,11,33,22,6,3,18,29,away,loss,91.0,BOSTON CELTICS,98.0
BOSTON CELTICS,240,33,78,6,25,26,31,9,23,17,10,2,9,24,home,win,98.0,WASHINGTON WIZARDS,91.0
LOS ANGELES CLIPPERS,240,36,84,7,18,16,25,19,40,26,8,8,19,16,away,win,95.0,CLEVELAND CAVALIERS,78.0
CLEVELAND CAVALIERS,240,34,84,5,11,5,6,6,28,24,11,7,14,17,home,loss,78.0,LOS ANGELES CLIPPERS,95.0
INDIANA PACERS,240,31,72,2,11,25,29,10,32,14,9,6,16,25,away,win,89.0,DETROIT PISTONS,84.0
DETROIT PISTONS,240,33,87,5,20,13,19,18,26,20,7,10,13,25,home,loss,84.0,INDIANA PACERS,89.0
UTAH JAZZ,240,38,95,4,9,12,14,16,35,26,6,2,6,17,away,loss,92.0,HOUSTON ROCKETS,95.0
HOUSTON ROCKETS,240,35,78,6,20,19,22,7,36,14,5,13,12,14,home,win,95.0,UTAH JAZZ,92.0
NEW YORK KNICKS,240,35,74,7,13,26,31,8,26,14,4,0,9,26,away,loss,103.0,LOS ANGELES LAKERS,117.0
LOS ANGELES LAKERS,240,46,87,7,21,18,27,13,28,23,6,9,7,25,home,win,117.0,NEW YORK KNICKS,103.0
SACRAMENTO KINGS,240,42,85,4,10,10,17,9,33,29,11,6,9,13,away,win,98.0,MILWAUKEE BUCKS,73.0
MILWAUKEE BUCKS,240,33,78,3,13,4,8,9,34,19,5,4,17,20,home,loss,73.0,SACRAMENTO KINGS,98.0
TORONTO RAPTORS,240,32,85,2,13,13,16,12,28,18,11,3,13,28,away,loss,79.0,ORLANDO MAGIC,92.0
ORLANDO MAGIC,240,33,73,5,21,21,27,11,33,17,5,6,18,23,home,win,92.0,TORONTO RAPTORS,79.0
CHARLOTTE HORNETS,240,35,91,4,12,14,17,17,31,22,11,3,7,18,away,win,88.0,PHOENIX SUNS,82.0
PHOENIX SUNS,240,32,75,2,5,16,22,11,33,21,2,10,16,19,home,loss,82.0,CHARLOTTE HORNETS,88.0
