team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
DETROIT PISTONS,240,42,81,6,10,16,17,11,28,29,8,10,14,23,away,win,106.0,ATLANTA HAWKS,95.0
ATLANTA HAWKS,240,32,74,4,12,27,30,9,24,19,8,2,14,18,home,loss,95.0,DETROIT PISTONS,106.0
NEW JERSEY NETS,240,34,66,8,15,24,35,12,37,26,3,5,10,14,away,win,100.0,CLEVELAND CAVALIERS,79.0
CLEVELAND CAVALIERS,240,28,81,8,21,15,19,16,25,16,9,4,12,23,home,loss,79.0,NEW JERSEY NETS,100.0
PHOENIX SUNS,240,45,91,3,16,28,31,9,36,38,7,5,11,20,away,win,121.0,INDIANA PACERS,117.0
INDIANA PACERS,240,48,102,5,20,16,19,14,36,24,4,3,17,24,home,loss,117.0,PHOENIX SUNS,121.0
MILWAUKEE BUCKS,240,33,75,3,10,18,23,11,35,21,6,5,14,14,away,win,87.0,LOS ANGELES CLIPPERS,78.0
LOS ANGELES CLIPPERS,240,29,75,6,22,14,17,4,24,20,7,8,10,21,home,loss,78.0,MILWAUKEE BUCKS,87.0
LOS ANGELES LAKERS,240,44,81,10,22,18,26,7,33,28,11,4,11,20,away,win,116.0,MINNESOTA TIMBERWOLVES,95.0
MINNESOTA TIMBERWOLVES,240,36,81,5,22,18,27,11,26,11,7,6,18,24,home,loss,95.0,LOS ANGELES LAKERS,116.0
UTAH JAZZ,240,42,89,5,15,18,22,11,29,21,5,5,16,33,away,loss,107.0,SACRAMENTO KINGS,117.0
SACRAMENTO KINGS,240,38,76,5,9,36,47,11,29,15,8,5,13,26,home,win,117.0,UTAH JAZZ,107.0
