team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
MILWAUKEE BUCKS,240,34,79,4,19,10,13,13,29,20,8,0,20,23,away,loss,82.0,BOSTON CELTICS,104.0
BOSTON CELTICS,240,35,75,8,20,26,30,11,30,19,12,3,13,14,home,win,104.0,MILWAUKEE BUCKS,82.0
ORLANDO MAGIC,240,37,69,7,24,22,38,11,34,20,7,6,16,22,away,win,103.0,CHARLOTTE BOBCATS,87.0
CHARLOTTE BOBCATS,240,36,79,5,19,10,20,10,26,24,8,1,14,29,home,loss,87.0,ORLANDO MAGIC,103.0
NEW YORK KNICKS,240,36,87,8,15,16,21,13,30,23,10,2,12,22,away,loss,96.0,CHICAGO BULLS,101.0
CHICAGO BULLS,240,39,83,5,16,18,21,12,34,26,5,15,15,17,home,win,101.0,NEW YORK KNICKS,96.0
NEW ORLEANS HORNETS,240,30,84,5,19,15,18,17,29,12,9,1,13,22,away,loss,80.0,DALLAS MAVERICKS,89.0
DALLAS MAVERICKS,240,35,74,3,8,16,20,12,33,22,5,7,17,20,home,win,89.0,NEW ORLEANS HORNETS,80.0
ATLANTA HAWKS,240,27,76,0,5,27,35,15,32,12,10,2,11,28,away,loss,81.0,DETROIT PISTONS,91.0
DETROIT PISTONS,240,33,73,4,15,21,29,11,34,21,3,6,14,24,home,win,91.0,ATLANTA HAWKS,81.0
LOS ANGELES LAKERS,240,36,85,6,17,28,37,17,36,20,9,5,20,17,away,loss,106.0,GOLDEN STATE WARRIORS,108.0
GOLDEN STATE WARRIORS,240,40,90,12,25,16,20,11,32,19,11,4,15,28,home,win,108.0,LOS ANGELES LAKERS,106.0
TORONTO RAPTORS,240,37,81,10,21,20,23,12,34,25,6,7,15,19,away,win,104.0,INDIANA PACERS,93.0
INDIANA PACERS,240,39,90,9,22,6,10,11,30,27,7,8,14,23,home,loss,93.0,TORONTO RAPTORS,104.0
LOS ANGELES CLIPPERS,240,35,81,3,9,25,36,11,30,21,16,6,16,27,away,win,98.0,MEMPHIS GRIZZLIES,91.0
MEMPHIS GRIZZLIES,240,32,79,6,22,21,22,12,36,15,7,5,25,28,home,loss,91.0,LOS ANGELES CLIPPERS,98.0
SEATTLE SUPERSONICS,240,40,92,1,14,18,21,17,33,20,13,4,19,16,away,win,99.0,MINNESOTA TIMBERWOLVES,88.0
MINNESOTA TIMBERWOLVES,240,33,84,4,20,18,26,13,29,19,7,9,21,21,home,loss,88.0,SEATTLE SUPERSONICS,99.0
CLEVELAND CAVALIERS,240,38,81,7,23,14,16,11,24,21,6,1,13,29,away,loss,97.0,NEW JERSEY NETS,105.0
NEW JERSEY NETS,240,39,80,5,18,22,31,14,31,27,8,3,11,15,home,win,105.0,CLEVELAND CAVALIERS,97.0
SACRAMENTO KINGS,240,43,80,5,12,18,21,13,26,27,9,1,19,20,away,win,109.0,PHILADELPHIA 76ERS,99.0
PHILADELPHIA 76ERS,240,38,74,7,16,16,24,10,21,23,11,4,21,21,home,loss,99.0,SACRAMENTO KINGS,109.0
UTAH JAZZ,240,37,94,0,13,17,23,18,32,21,6,3,12,30,away,loss,91.0,PORTLAND TRAIL BLAZERS,99.0
PORTLAND TRAIL BLAZERS,240,30,68,2,11,37,46,6,33,17,7,6,14,24,home,win,99.0,UTAH JAZZ,91.0
