team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
ATLANTA HAWKS,240,35,84,5,14,19,26,12,30,17,8,4,15,14,away,loss,94.0,CHICAGO BULLS,103.0
CHICAGO BULLS,240,41,93,5,9,16,16,19,29,23,9,10,13,19,home,win,103.0,ATLANTA HAWKS,94.0
LOS ANGELES CLIPPERS,240,34,77,3,16,19,24,10,26,15,8,5,15,21,away,loss,90.0,DALLAS MAVERICKS,103.0
DALLAS MAVERICKS,240,36,82,5,17,26,31,18,32,16,9,1,14,20,home,win,103.0,LOS ANGELES CLIPPERS,90.0
NEW ORLEANS HORNETS,240,39,79,6,15,30,39,8,29,20,11,6,9,20,away,win,114.0,INDIANA PACERS,106.0
INDIANA PACERS,240,41,88,9,25,15,21,11,31,20,7,5,14,25,home,loss,106.0,NEW ORLEANS HORNETS,114.0
SAN ANTONIO SPURS,240,40,74,7,18,20,26,4,31,20,3,4,10,18,away,win,107.0,ORLANDO MAGIC,97.0
ORLANDO MAGIC,240,35,77,7,16,20,30,10,31,15,8,2,11,25,home,loss,97.0,SAN ANTONIO SPURS,107.0
WASHINGTON WIZARDS,240,29,81,8,20,16,20,12,24,19,5,3,7,18,away,loss,82.0,PORTLAND TRAIL BLAZERS,102.0
PORTLAND TRAIL BLAZERS,240,39,79,10,20,14,18,17,38,28,2,10,13,20,home,win,102.0,WASHINGTON WIZARDS,82.0
CHARLOTTE BOBCATS,240,36,72,9,19,25,33,7,21,21,10,4,19,25,away,loss,106.0,UTAH JAZZ,128.0
UTAH JAZZ,240,45,84,7,15,31,39,20,29,31,12,8,15,25,home,win,128.0,CHARLOTTE BOBCATS,106.0
