team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
SACRAMENTO KINGS,240,31,70,5,18,11,12,9,26,15,5,4,20,25,away,loss,78.0,BOSTON CELTICS,90.0
BOSTON CELTICS,240,27,69,6,22,30,32,11,22,16,10,3,8,18,home,win,90.0,SACRAMENTO KINGS,78.0
LOS ANGELES CLIPPERS,240,35,78,9,22,24,31,10,29,21,5,5,14,24,away,loss,103.0,CHARLOTTE BOBCATS,108.0
CHARLOTTE BOBCATS,240,40,80,6,13,22,31,10,34,26,7,6,11,23,home,win,108.0,LOS ANGELES CLIPPERS,103.0
NEW ORLEANS HORNETS,240,40,85,7,19,12,15,11,30,25,4,3,17,28,away,loss,99.0,DENVER NUGGETS,105.0
DENVER NUGGETS,240,39,84,5,13,22,27,10,33,25,9,8,13,19,home,win,105.0,NEW ORLEANS HORNETS,99.0
DETROIT PISTONS,240,30,83,4,15,13,22,12,32,15,4,2,9,18,away,loss,77.0,HOUSTON ROCKETS,80.0
HOUSTON ROCKETS,240,34,74,6,15,6,22,10,37,25,6,8,12,15,home,win,80.0,DETROIT PISTONS,77.0
CHICAGO BULLS,240,38,89,3,10,23,24,14,23,23,8,4,12,22,away,loss,102.0,INDIANA PACERS,117.0
INDIANA PACERS,240,44,79,11,24,18,20,7,32,30,5,8,16,23,home,win,117.0,CHICAGO BULLS,102.0
ORLANDO MAGIC,240,26,77,10,30,24,39,10,28,15,7,3,18,31,away,loss,86.0,MILWAUKEE BUCKS,100.0
MILWAUKEE BUCKS,240,35,70,5,15,25,36,8,40,24,4,2,21,32,home,win,100.0,ORLANDO MAGIC,86.0
SEATTLE SUPERSONICS,240,47,81,5,12,18,25,8,28,20,9,3,11,21,away,win,117.0,NEW YORK KNICKS,110.0
NEW YORK KNICKS,240,45,95,6,21,14,20,19,28,17,6,1,14,22,home,loss,110.0,SEATTLE SUPERSONICS,117.0
MINNESOTA TIMBERWOLVES,240,36,81,6,17,16,25,12,24,24,10,5,14,25,away,loss,94.0,PHILADELPHIA 76ERS,98.0
PHILADELPHIA 76ERS,240,34,74,5,10,25,31,15,26,22,7,10,17,21,home,win,98.0,MINNESOTA TIMBERWOLVES,94.0
UTAH JAZZ,240,39,89,3,7,17,27,17,32,18,12,5,14,19,away,loss,98.0,PHOENIX SUNS,103.0
PHOENIX SUNS,240,40,87,4,17,19,21,15,29,22,9,13,15,19,home,win,103.0,UTAH JAZZ,98.0
GOLDEN STATE WARRIORS,240,35,87,13,35,12,13,14,29,23,7,4,15,25,away,loss,95.0,PORTLAND TRAIL BLAZERS,105.0
PORTLAND TRAIL BLAZERS,240,38,82,6,18,23,30,11,31,26,3,5,11,13,home,win,105.0,GOLDEN STATE WARRIORS,95.0
DALLAS MAVERICKS,240,30,78,4,14,12,20,15,29,17,3,2,11,19,away,loss,76.0,TORONTO RAPTORS,92.0
TORONTO RAPTORS,240,33,76,6,16,20,25,10,32,23,5,5,8,19,home,win,92.0,DALLAS MAVERICKS,76.0
