team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
BOSTON CELTICS,240,34,78,6,17,27,34,15,39,14,13,5,13,18,away,win,101.0,CHARLOTTE BOBCATS,78.0
CHARLOTTE BOBCATS,240,33,78,3,13,9,16,7,28,17,6,4,15,19,home,loss,78.0,BOSTON CELTICS,101.0
WASHINGTON WIZARDS,240,39,82,5,21,16,17,17,36,20,4,4,18,17,away,win,99.0,CHICAGO BULLS,87.0
CHICAGO BULLS,240,33,77,7,18,14,23,7,21,16,12,4,9,20,home,loss,87.0,WASHINGTON WIZARDS,99.0
ORLANDO MAGIC,240,36,77,11,26,18,20,6,27,24,10,3,11,20,away,win,101.0,CLEVELAND CAVALIERS,86.0
CLEVELAND CAVALIERS,240,34,88,5,17,13,21,18,30,25,6,10,16,19,home,loss,86.0,ORLANDO MAGIC,101.0
SACRAMENTO KINGS,240,41,88,6,15,30,36,14,31,27,11,1,21,24,away,win,118.0,DENVER NUGGETS,115.0
DENVER NUGGETS,240,41,90,8,31,25,35,16,29,29,10,7,22,27,home,loss,115.0,SACRAMENTO KINGS,118.0
TORONTO RAPTORS,240,34,81,3,22,19,25,12,26,24,6,5,10,15,away,loss,90.0,NEW JERSEY NETS,99.0
NEW JERSEY NETS,240,38,80,8,21,15,16,10,32,25,7,4,11,23,home,win,99.0,TORONTO RAPTORS,90.0
ATLANTA HAWKS,240,34,71,5,13,19,27,11,31,18,5,4,16,18,away,win,92.0,PHILADELPHIA 76ERS,85.0
PHILADELPHIA 76ERS,240,31,74,5,16,18,24,7,26,16,9,3,11,19,home,loss,85.0,ATLANTA HAWKS,92.0
