team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
ATLANTA HAWKS,240,40,84,8,19,12,13,12,23,24,3,5,10,24,away,loss,100.0,CHARLOTTE BOBCATS,109.0
CHARLOTTE BOBCATS,240,37,72,7,12,28,32,11,22,25,5,8,11,18,home,win,109.0,ATLANTA HAWKS,100.0
MILWAUKEE BUCKS,240,28,77,7,29,16,22,8,35,18,4,2,9,16,away,win,79.0,CHICAGO BULLS,74.0
CHICAGO BULLS,240,32,74,3,11,7,11,6,36,21,4,5,16,19,home,loss,74.0,MILWAUKEE BUCKS,79.0
TORONTO RAPTORS,240,39,83,7,20,16,20,8,28,25,5,0,9,12,away,loss,101.0,CLEVELAND CAVALIERS,113.0
CLEVELAND CAVALIERS,240,47,84,8,20,11,14,3,37,38,6,2,10,13,home,win,113.0,TORONTO RAPTORS,101.0
HOUSTON ROCKETS,240,38,87,8,27,29,33,16,33,19,8,4,13,18,away,win,113.0,MEMPHIS GRIZZLIES,103.0
MEMPHIS GRIZZLIES,240,45,92,1,5,12,16,14,28,15,7,8,16,22,home,loss,103.0,HOUSTON ROCKETS,113.0
BOSTON CELTICS,240,40,73,7,18,14,22,5,29,26,4,4,18,22,away,loss,101.0,NEW YORK KNICKS,104.0
NEW YORK KNICKS,240,39,88,6,25,20,25,15,29,23,6,1,12,20,home,win,104.0,BOSTON CELTICS,101.0
DETROIT PISTONS,240,47,75,8,17,22,29,8,25,27,14,1,10,18,away,win,124.0,PHILADELPHIA 76ERS,103.0
PHILADELPHIA 76ERS,240,39,74,6,20,19,23,8,18,28,4,5,16,19,home,loss,103.0,DETROIT PISTONS,124.0
SAN ANTONIO SPURS,240,37,79,5,18,16,18,8,35,22,4,4,11,14,away,win,95.0,SACRAMENTO KINGS,86.0
SACRAMENTO KINGS,240,36,82,4,11,10,16,7,27,16,6,3,10,18,home,loss,86.0,SAN ANTONIO SPURS,95.0
OKLAHOMA CITY THUNDER,265,45,90,13,30,36,41,13,30,27,7,11,18,27,away,loss,139.0,UTAH JAZZ,140.0
UTAH JAZZ,265,49,94,12,21,30,37,16,27,29,7,2,16,31,home,win,140.0,OKLAHOMA CITY THUNDER,139.0
GOLDEN STATE WARRIORS,240,33,84,7,20,21,23,8,23,16,6,7,6,19,away,loss,94.0,WASHINGTON WIZARDS,112.0
WASHINGTON WIZARDS,240,44,85,8,18,16,20,17,35,22,3,8,15,18,home,win,112.0,GOLDEN STATE WARRIORS,94.0
