team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
WASHINGTON WIZARDS,240,35,81,6,18,16,20,11,28,21,5,5,9,19,away,loss,92.0,CHARLOTTE BOBCATS,94.0
CHARLOTTE BOBCATS,240,35,74,4,16,20,27,8,34,21,5,4,12,14,home,win,94.0,WASHINGTON WIZARDS,92.0
NEW JERSEY NETS,240,38,74,5,11,16,20,13,21,23,2,2,13,21,away,loss,97.0,CLEVELAND CAVALIERS,104.0
CLEVELAND CAVALIERS,240,39,74,7,18,19,29,11,24,27,11,2,9,13,home,win,104.0,NEW JERSEY NETS,97.0
DALLAS MAVERICKS,240,29,76,7,21,26,28,6,22,16,9,1,15,17,away,loss,91.0,DENVER NUGGETS,127.0
DENVER NUGGETS,240,48,79,11,18,20,23,10,37,28,9,2,16,19,home,win,127.0,DALLAS MAVERICKS,91.0
CHICAGO BULLS,240,41,81,4,13,23,33,7,37,16,11,5,15,16,away,win,109.0,INDIANA PACERS,101.0
INDIANA PACERS,240,40,92,7,19,14,19,12,32,17,8,1,16,23,home,loss,101.0,CHICAGO BULLS,109.0
UTAH JAZZ,240,42,83,4,15,21,28,13,28,32,10,3,11,28,away,win,109.0,LOS ANGELES CLIPPERS,99.0
LOS ANGELES CLIPPERS,240,33,72,5,20,28,38,13,26,23,5,6,16,23,home,loss,99.0,UTAH JAZZ,109.0
ATLANTA HAWKS,240,41,74,7,16,19,25,10,27,25,10,3,15,17,away,win,108.0,MEMPHIS GRIZZLIES,94.0
MEMPHIS GRIZZLIES,240,40,80,4,14,10,12,10,22,22,9,3,12,17,home,loss,94.0,ATLANTA HAWKS,108.0
HOUSTON ROCKETS,240,26,86,4,18,10,15,14,33,8,2,1,16,15,away,loss,66.0,MIAMI HEAT,99.0
MIAMI HEAT,240,41,79,7,15,10,13,4,42,27,9,8,9,21,home,win,99.0,HOUSTON ROCKETS,66.0
DETROIT PISTONS,240,37,84,5,12,14,17,17,29,19,6,3,10,18,away,win,93.0,MILWAUKEE BUCKS,81.0
MILWAUKEE BUCKS,240,30,82,6,19,15,19,21,26,16,6,6,15,18,home,loss,81.0,DETROIT PISTONS,93.0
SACRAMENTO KINGS,265,45,96,7,19,21,28,18,41,21,6,2,15,24,away,win,118.0,NEW YORK KNICKS,114.0
NEW YORK KNICKS,265,42,94,7,29,23,33,10,29,26,9,4,10,21,home,loss,114.0,SACRAMENTO KINGS,118.0
MINNESOTA TIMBERWOLVES,240,36,76,6,15,19,26,7,25,21,9,0,19,17,away,loss,97.0,PHILADELPHIA 76ERS,119.0
PHILADELPHIA 76ERS,240,46,80,5,14,22,25,8,31,30,13,2,14,22,home,win,119.0,MINNESOTA TIMBERWOLVES,97.0
OKLAHOMA CITY THUNDER,240,31,73,5,16,22,28,9,32,16,17,6,13,21,away,win,89.0,PORTLAND TRAIL BLAZERS,77.0
PORTLAND TRAIL BLAZERS,240,31,77,3,20,12,14,12,35,18,6,3,22,20,home,loss,77.0,OKLAHOMA CITY THUNDER,89.0
