team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
NEW ORLEANS HORNETS,240,34,81,13,28,6,8,5,28,22,8,4,16,24,away,loss,87.0,BOSTON CELTICS,97.0
BOSTON CELTICS,240,41,76,6,15,9,14,4,32,27,6,2,15,17,home,win,97.0,NEW ORLEANS HORNETS,87.0
MEMPHIS GRIZZLIES,240,48,83,8,18,19,29,8,31,27,7,8,20,33,away,loss,123.0,DENVER NUGGETS,133.0
DENVER NUGGETS,240,47,85,9,17,30,37,9,22,36,9,6,12,23,home,win,133.0,MEMPHIS GRIZZLIES,123.0
ATLANTA HAWKS,240,40,89,7,23,23,26,14,26,21,8,3,19,21,away,loss,110.0,LOS ANGELES LAKERS,118.0
LOS ANGELES LAKERS,240,46,87,5,15,21,25,11,31,26,14,6,15,20,home,win,118.0,ATLANTA HAWKS,110.0
CHICAGO BULLS,240,36,88,2,12,13,17,13,27,13,8,5,13,17,away,loss,87.0,MIAMI HEAT,95.0
MIAMI HEAT,240,35,72,4,15,21,25,8,32,15,6,8,18,15,home,win,95.0,CHICAGO BULLS,87.0
PORTLAND TRAIL BLAZERS,240,28,69,8,21,19,25,10,30,16,9,4,14,26,away,win,83.0,OKLAHOMA CITY THUNDER,74.0
OKLAHOMA CITY THUNDER,240,24,70,3,14,23,32,14,25,6,5,7,16,25,home,loss,74.0,PORTLAND TRAIL BLAZERS,83.0
MINNESOTA TIMBERWOLVES,240,45,97,5,11,17,23,16,30,24,11,1,10,24,away,loss,112.0,PHOENIX SUNS,120.0
PHOENIX SUNS,240,41,82,14,26,24,30,12,30,22,6,5,16,17,home,win,120.0,MINNESOTA TIMBERWOLVES,112.0
ORLANDO MAGIC,240,36,82,17,32,36,41,14,23,24,11,5,9,23,away,win,125.0,TORONTO RAPTORS,116.0
TORONTO RAPTORS,240,40,74,10,17,26,35,9,29,19,2,6,14,28,home,loss,116.0,ORLANDO MAGIC,125.0
