team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
GOLDEN STATE WARRIORS,240,43,86,11,26,25,31,14,25,29,2,2,11,26,away,loss,122.0,ATLANTA HAWKS,127.0
ATLANTA HAWKS,240,44,83,9,18,30,40,19,28,27,8,3,8,26,home,win,127.0,GOLDEN STATE WARRIORS,122.0
LOS ANGELES LAKERS,240,29,80,3,18,22,30,15,26,15,11,3,20,20,away,loss,83.0,CHARLOTTE BOBCATS,98.0
CHARLOTTE BOBCATS,240,36,70,6,12,20,27,8,33,22,13,8,19,24,home,win,98.0,LOS ANGELES LAKERS,83.0
DETROIT PISTONS,240,37,75,4,12,14,20,8,28,26,5,6,17,24,away,loss,92.0,CLEVELAND CAVALIERS,99.0
CLEVELAND CAVALIERS,240,40,79,6,20,13,23,9,28,25,7,5,11,16,home,win,99.0,DETROIT PISTONS,92.0
SACRAMENTO KINGS,240,38,81,9,19,15,21,14,31,20,5,1,17,19,away,loss,100.0,DALLAS MAVERICKS,108.0
DALLAS MAVERICKS,240,42,86,7,17,17,18,9,31,29,10,6,8,15,home,win,108.0,SACRAMENTO KINGS,100.0
INDIANA PACERS,240,36,82,9,22,33,40,8,34,20,8,3,17,28,away,loss,114.0,DENVER NUGGETS,122.0
DENVER NUGGETS,240,42,88,6,25,32,38,8,38,26,8,5,14,30,home,win,122.0,INDIANA PACERS,114.0
OKLAHOMA CITY THUNDER,240,36,79,5,14,27,36,13,40,23,13,11,14,18,away,win,104.0,LOS ANGELES CLIPPERS,87.0
LOS ANGELES CLIPPERS,240,32,86,6,21,17,26,16,31,18,8,2,17,24,home,loss,87.0,OKLAHOMA CITY THUNDER,104.0
ORLANDO MAGIC,240,34,77,13,31,16,24,12,35,24,9,5,13,15,away,win,97.0,NEW JERSEY NETS,87.0
NEW JERSEY NETS,240,32,80,4,11,19,20,8,30,23,6,6,14,20,home,loss,87.0,ORLANDO MAGIC,97.0
BOSTON CELTICS,240,35,69,4,12,22,27,9,32,24,7,7,17,13,away,win,96.0,PHILADELPHIA 76ERS,86.0
PHILADELPHIA 76ERS,240,37,77,4,16,8,12,7,23,19,7,3,15,23,home,loss,86.0,BOSTON CELTICS,96.0
NEW ORLEANS HORNETS,240,41,83,4,10,5,9,7,25,14,10,6,10,15,away,loss,91.0,SAN ANTONIO SPURS,102.0
SAN ANTONIO SPURS,240,38,71,12,20,14,21,7,31,26,7,5,12,16,home,win,102.0,NEW ORLEANS HORNETS,91.0
NEW YORK KNICKS,240,39,80,3,16,15,19,7,34,20,3,3,13,17,away,loss,96.0,TORONTO RAPTORS,102.0
TORONTO RAPTORS,240,46,91,4,12,6,11,11,30,18,7,4,8,15,home,win,102.0,NEW YORK KNICKS,96.0
MILWAUKEE BUCKS,240,38,83,6,19,20,25,15,36,27,10,5,8,19,away,win,102.0,WASHINGTON WIZARDS,74.0
WASHINGTON WIZARDS,240,31,82,0,5,12,21,14,28,10,3,9,12,22,home,loss,74.0,MILWAUKEE BUCKS,102.0
